district_name,,available_electric_bikes,available_mechanical_bikes,available_bikes,available_docks,status,last_update
Montreuil,50%,2.0,1.0,3.0,28.0,1.0,2023-05-31 09:12:49
Montreuil,75%,4.0,2.0,7.0,35.0,1.0,2023-06-02 21:08:18
Montreuil,max,32.0,24.0,47.0,56.0,1.0,2023-06-03 21:35:37
Montreuil,std,4.204965503515669,2.9981939637267296,6.128139175580225,10.85084230083706,0.0,
Montrouge,count,3991.0,3991.0,3991.0,3991.0,3991.0,3991
Montrouge,mean,1.707842645953395,1.5164119268353795,3.224254572788775,23.476071160110248,1.0,2023-05-31 14:28:24.979203072
Montrouge,min,0.0,0.0,0.0,3.0,1.0,2023-05-28 10:50:33
Montrouge,25%,0.0,0.0,1.0,20.0,1.0,2023-05-29 13:20:33
Montrouge,50%,1.0,1.0,2.0,24.0,1.0,2023-05-31 09:12:49
Montrouge,75%,2.0,2.0,5.0,27.0,1.0,2023-06-02 21:08:18.500000
Montrouge,max,12.0,16.0,27.0,36.0,1.0,2023-06-03 21:35:37
Montrouge,std,2.000710683580687,2.1688542081335056,3.4620134144082066,5.748955768661183,0.0,
Nanterre,count,2456.0,2456.0,2456.0,2456.0,2456.0,2456
Nanterre,mean,3.501628664495114,2.6335504885993486,6.135179153094462,20.927524429967427,1.0,2023-05-31 14:28:24.780944640
Nanterre,min,0.0,0.0,0.0,0.0,1.0,2023-05-28 10:50:33
Nanterre,25%,1.0,1.0,2.0,16.0,1.0,2023-05-29 13:20:33
Nanterre,50%,3.0,2.0,5.0,20.0,1.0,2023-05-31 09:12:48.500000
Nanterre,75%,5.0,4.0,8.0,28.0,1.0,2023-06-02 21:08:18
Nanterre,max,14.0,12.0,24.0,40.0,1.0,2023-06-03 21:35:37
Nanterre,std,3.0164513946743106,2.7409689100909738,5.105371179085944,8.118598981914193,0.0,
Neuilly-sur-Seine,count,4298.0,4298.0,4298.0,4298.0,4298.0,4298
Neuilly-sur-Seine,mean,3.1658911121451836,4.504187994416007,7.670079106561191,16.06468124709167,1.0,2023-05-31 14:28:24.963936768
Neuilly-sur-Seine,min,0.0,0.0,0.0,0.0,1.0,2023-05-28 10:50:33
Neuilly-sur-Seine,25%,0.0,0.0,1.0,8.0,1.0,2023-05-29 13:20:33
Neuilly-sur-Seine,50%,2.0,2.0,5.0,19.0,1.0,2023-05-31 09:12:49
Neuilly-sur-Seine,75%,5.0,8.0,13.0,23.0,1.0,2023-06-02 21:08:18.750000128
Neuilly-sur-Seine,max,18.0,28.0,33.0,31.0,1.0,2023-06-03 21:35:37
Neuilly-sur-Seine,std,3.5698658519399875,5.538458525043609,8.040162337889653,8.769406732560483,0.0,
Nogent-sur-Marne,count,1228.0,1228.0,1228.0,1228.0,1228.0,1228
Nogent-sur-Marne,mean,5.101791530944626,10.544788273615636,15.646579804560261,23.76872964169381,0.75,2023-05-31 14:28:24.765472256
Nogent-sur-Marne,min,0.0,0.0,0.0,0.0,0.0,2023-05-28 10:50:33
Nogent-sur-Marne,25%,0.0,0.0,0.0,9.0,0.75,2023-05-29 13:20:33
Nogent-sur-Marne,50%,3.0,6.0,15.0,30.0,1.0,2023-05-31 09:12:48
Nogent-sur-Marne,75%,8.0,21.0,26.0,32.0,1.0,2023-06-02 21:08:18
Nogent-sur-Marne,max,22.0,31.0,44.0,49.0,1.0,2023-06-03 21:35:37
Nogent-sur-Marne,std,5.516093078563011,10.709946958356792,12.819116977930676,13.572538049087244,0.4331891177487511,
Noisy-le-Sec,count,614.0,614.0,614.0,614.0,614.0,614
Noisy-le-Sec,mean,11.042345276872965,8.268729641693811,19.311074918566774,9.164495114006515,1.0,2023-05-31 14:28:25.402280192
Noisy-le-Sec,min,2.0,2.0,6.0,1.0,1.0,2023-05-28 10:50:33
Noisy-le-Sec,25%,8.0,7.0,15.0,5.0,1.0,2023-05-29 13:23:03.500000
Noisy-le-Sec,50%,11.0,9.0,19.0,9.0,1.0,2023-05-31 09:12:49
Noisy-le-Sec,75%,14.0,10.0,24.0,13.0,1.0,2023-06-02 21:05:49
Noisy-le-Sec,max,20.0,12.0,28.0,23.0,1.0,2023-06-03 21:35:37
Noisy-le-Sec,std,4.533525473433774,2.46431616777312,5.404303869218902,5.336382250134631,0.0,
Pantin,count,6447.0,6447.0,6447.0,6447.0,6447.0,6447
Pantin,mean,3.879323716457267,2.2045912827671788,6.0839149992244455,19.894369474174034,1.0,2023-05-31 14:28:24.901969920
Pantin,min,0.0,0.0,0.0,0.0,1.0,2023-05-28 10:50:33
Pantin,25%,1.0,0.0,2.0,14.0,1.0,2023-05-29 13:20:33
Pantin,50%,3.0,2.0,5.0,18.0,1.0,2023-05-31 09:12:49
Pantin,75%,5.0,3.0,9.0,23.0,1.0,2023-06-02 21:08:18
Pantin,max,26.0,15.0,32.0,56.0,1.0,2023-06-03 21:35:37
Pantin,std,3.619853249875834,2.367006908117579,5.0484405296873796,9.797365720240583,0.0,
Paris,count,306079.0,306079.0,306079.0,306079.0,306079.0,306079
Paris,mean,3.672427706572486,6.734597930599617,10.407025637172103,20.627115875313237,0.9979939819458375,2023-05-31 14:28:24.945975040
Paris,min,0.0,0.0,0.0,0.0,0.0,2023-05-28 10:50:33
Paris,25%,1.0,1.0,2.0,11.0,1.0,2023-05-29 13:20:33
Paris,50%,2.0,3.0,6.0,20.0,1.0,2023-05-31 09:12:49
Paris,75%,5.0,10.0,15.0,29.0,1.0,2023-06-02 21:08:18
Paris,max,52.0,69.0,83.0,67.0,1.0,2023-06-03 21:35:37
Paris,std,4.472322103519414,9.246052001327051,11.733144485315666,13.013231971462474,0.04474372007919629,
Puteaux,count,614.0,614.0,614.0,614.0,614.0,614
Puteaux,mean,3.473941368078176,4.462540716612378,7.936482084690554,19.131921824104236,1.0,2023-05-31 14:28:24.957654528
Puteaux,min,0.0,0.0,0.0,4.0,1.0,2023-05-28 10:50:33
Puteaux,25%,1.0,1.0,4.0,15.25,1.0,2023-05-29 13:23:03.500000
Puteaux,50%,3.0,3.0,6.0,20.0,1.0,2023-05-31 09:12:48.500000
Puteaux,75%,4.0,8.0,12.0,23.0,1.0,2023-06-02 21:05:47.500000
Puteaux,max,16.0,19.0,24.0,29.0,1.0,2023-06-03 21:35:37
Puteaux,std,3.150670728427686,3.975585860051273,5.6216377011136425,5.536224226157768,0.0,
Romainville,count,1228.0,1228.0,1228.0,1228.0,1228.0,1228
Romainville,mean,4.223127035830619,1.758957654723127,5.982084690553746,17.210097719869708,1.0,2023-05-31 14:28:24.932410624
Romainville,min,0.0,0.0,0.0,2.0,1.0,2023-05-28 10:50:33
Romainville,25%,1.0,0.0,1.0,14.0,1.0,2023-05-29 13:20:33
Romainville,50%,3.0,0.0,3.0,17.0,1.0,2023-05-31 09:12:48.500000
Romainville,75%,6.0,2.0,9.0,21.0,1.0,2023-06-02 21:08:18
Romainville,max,19.0,14.0,28.0,29.0,1.0,2023-06-03 21:35:37
Romainville,std,4.222119653699646,3.1538454640199722,6.559340184331298,6.067119473254955,0.0,
Rosny-sous-Bois,count,1228.0,1228.0,1228.0,1228.0,1228.0,1228
Rosny-sous-Bois,mean,6.8607491856677525,4.184039087947883,11.044788273615636,14.041530944625407,1.0,2023-05-31 14:28:24.828175872
Rosny-sous-Bois,min,0.0,0.0,1.0,5.0,1.0,2023-05-28 10:50:33
Rosny-sous-Bois,25%,2.0,2.0,4.0,11.0,1.0,2023-05-29 13:20:33
Rosny-sous-Bois,50%,4.0,3.0,10.5,14.0,1.0,2023-05-31 09:12:48.500000
Rosny-sous-Bois,75%,11.0,5.0,18.0,17.0,1.0,2023-06-02 21:08:18
Rosny-sous-Bois,max,26.0,16.0,29.0,29.0,1.0,2023-06-03 21:35:37
Rosny-sous-Bois,std,6.718776867886564,3.824214784409643,7.794766422011458,4.946072830853222,0.0,
Rueil-Malmaison,count,2763.0,2763.0,2763.0,2763.0,2763.0,2763
Rueil-Malmaison,mean,3.1205211726384365,1.794788273615635,4.915309446254072,18.995656894679698,0.8888888888888888,2023-05-31 14:28:25.063336960
Rueil-Malmaison,min,0.0,0.0,0.0,5.0,0.0,2023-05-28 10:50:33
Rueil-Malmaison,25%,0.0,0.0,1.0,17.0,1.0,2023-05-29 13:20:33
Rueil-Malmaison,50%,3.0,1.0,4.0,19.0,1.0,2023-05-31 09:12:49
Rueil-Malmaison,75%,5.0,3.0,8.0,21.0,1.0,2023-06-02 21:08:18
Rueil-Malmaison,max,15.0,10.0,20.0,30.0,1.0,2023-06-03 21:35:37
Rueil-Malmaison,std,3.033774784962899,2.1974118268626044,4.397936716320685,4.727243513848616,0.3143265670660641,
Saint-Cloud,count,921.0,921.0,921.0,921.0,921.0,921
Saint-Cloud,mean,2.771986970684039,5.020629750271444,7.7926167209554835,17.248642779587406,1.0,2023-05-31 14:28:24.836047872
Saint-Cloud,min,0.0,0.0,0.0,0.0,1.0,2023-05-28 10:50:33
Saint-Cloud,25%,1.0,0.0,2.0,15.0,1.0,2023-05-29 13:20:33
Saint-Cloud,50%,2.0,2.0,4.0,19.0,1.0,2023-05-31 09:12:49
Saint-Cloud,75%,4.0,7.0,11.0,21.0,1.0,2023-06-02 21:08:19
Saint-Cloud,max,13.0,25.0,28.0,26.0,1.0,2023-06-03 21:35:37
Saint-Cloud,std,2.711512746372972,6.835219537419603,8.094643276622113,6.015022932071151,0.0,
Saint-Denis,count,5219.0,5219.0,5219.0,5219.0,5219.0,5219
Saint-Denis,mean,5.266526154435716,4.413489174171297,9.680015328607013,22.038321517532093,0.9660854569840965,2023-05-31 14:28:24.953439488
Saint-Denis,min,0.0,0.0,0.0,0.0,0.0,2023-05-28 10:50:33
Saint-Denis,25%,1.0,1.0,3.0,13.0,1.0,2023-05-29 13:20:33
Saint-Denis,50%,3.0,3.0,8.0,23.0,1.0,2023-05-31 09:12:49
Saint-Denis,75%,7.0,7.0,12.0,30.0,1.0,2023-06-02 21:08:18.500000
Saint-Denis,max,38.0,34.0,64.0,44.0,1.0,2023-06-03 21:35:37
Saint-Denis,std,6.519015175441974,4.9057754615256615,9.968632536564677,10.495489327512802,0.18102658889925113,
Saint-Mandé,count,1842.0,1842.0,1842.0,1842.0,1842.0,1842
Saint-Mandé,mean,5.568403908794788,6.7795874049945715,12.34799131378936,17.95874049945711,1.0,2023-05-31 14:28:24.913137920
Saint-Mandé,min,0.0,0.0,0.0,0.0,1.0,2023-05-28 10:50:33
Saint-Mandé,25%,2.0,2.0,4.0,8.0,1.0,2023-05-29 13:20:33
Saint-Mandé,50%,3.0,5.0,10.0,16.0,1.0,2023-05-31 09:12:49
Saint-Mandé,75%,7.0,9.0,16.0,24.0,1.0,2023-06-02 21:08:18
Saint-Mandé,max,39.0,34.0,58.0,58.0,1.0,2023-06-03 21:35:37
Saint-Mandé,std,6.589206567343456,6.284773443272072,11.669166174168533,12.344301679889695,0.0,
Saint-Maurice,count,921.0,921.0,921.0,921.0,921.0,921
Saint-Maurice,mean,4.335504885993485,12.35070575461455,16.686210640608035,10.260586319218241,1.0,2023-05-31 14:28:24.907708928
Saint-Maurice,min,0.0,0.0,1.0,0.0,1.0,2023-05-28 10:50:33
Saint-Maurice,25%,2.0,6.0,8.0,6.0,1.0,2023-05-29 13:20:33
Saint-Maurice,50%,3.0,10.0,14.0,10.0,1.0,2023-05-31 09:12:49
Saint-Maurice,75%,6.0,19.0,24.0,16.0,1.0,2023-06-02 21:08:19
Saint-Maurice,max,15.0,34.0,38.0,24.0,1.0,2023-06-03 21:35:37
Saint-Maurice,std,3.506101667439459,8.829528154785601,9.711619826109683,5.859724292685698,0.0,
Saint-Ouen-sur-Seine,count,2456.0,2456.0,2456.0,2456.0,2456.0,2456
Saint-Ouen-sur-Seine,mean,3.0435667752442996,7.44299674267101,10.48656351791531,18.532166123778502,1.0,2023-05-31 14:28:25.270358272
Saint-Ouen-sur-Seine,min,0.0,0.0,0.0,0.0,1.0,2023-05-28 10:50:33
Saint-Ouen-sur-Seine,25%,1.0,2.0,4.0,13.0,1.0,2023-05-29 13:20:33
Saint-Ouen-sur-Seine,50%,2.0,6.0,9.0,19.5,1.0,2023-05-31 09:12:49
Saint-Ouen-sur-Seine,75%,4.0,13.0,15.0,24.0,1.0,2023-06-02 21:08:19
Saint-Ouen-sur-Seine,max,18.0,27.0,35.0,45.0,1.0,2023-06-03 21:35:37
Saint-Ouen-sur-Seine,std,2.8212416814719163,6.269442899854112,7.4438442588994285,8.784439558730332,0.0,
Sceaux,count,1228.0,1228.0,1228.0,1228.0,1228.0,1228
Sceaux,mean,4.057817589576548,10.228827361563518,14.286644951140065,15.754071661237784,1.0,2023-05-31 14:28:25.053745664
Sceaux,min,0.0,0.0,0.0,0.0,1.0,2023-05-28 10:50:33
Sceaux,25%,1.0,2.0,6.0,8.0,1.0,2023-05-29 13:20:33
Sceaux,50%,2.0,6.0,13.0,17.0,1.0,2023-05-31 09:12:49
Sceaux,75%,7.0,18.0,25.0,23.0,1.0,2023-06-02 21:08:19
Sceaux,max,19.0,28.0,32.0,32.0,1.0,2023-06-03 21:35:37
Sceaux,std,3.915040580564321,9.690007771954491,9.622673449577064,8.84852745804575,0.0,
Suresnes,count,3070.0,3070.0,3070.0,3070.0,3070.0,3070
Suresnes,mean,1.7289902280130294,1.9273615635179153,3.6563517915309447,21.80260586319218,1.0,2023-05-31 14:28:25.200651520
Suresnes,min,0.0,0.0,0.0,3.0,1.0,2023-05-28 10:50:33
Suresnes,25%,0.0,0.0,0.0,19.0,1.0,2023-05-29 13:20:33
Suresnes,50%,1.0,0.0,2.0,22.0,1.0,2023-05-31 09:12:49
Suresnes,75%,2.0,2.0,4.0,24.0,1.0,2023-06-02 21:08:19
Suresnes,max,14.0,16.0,25.0,45.0,1.0,2023-06-03 21:35:37
Suresnes,std,2.1694673131539792,3.682264948074975,5.07186706222923,5.544522809738821,0.0,
Sèvres,count,1535.0,1535.0,1535.0,1535.0,1535.0,1535
Sèvres,mean,3.6944625407166125,4.134201954397394,7.8286644951140065,19.321824104234526,1.0,2023-05-31 14:28:25.167426560
Sèvres,min,0.0,0.0,0.0,0.0,1.0,2023-05-28 10:50:33
Sèvres,25%,1.0,0.0,1.0,14.0,1.0,2023-05-29 13:20:33
Sèvres,50%,2.0,1.0,4.0,19.0,1.0,2023-05-31 09:12:49
Sèvres,75%,7.0,9.0,14.0,24.0,1.0,2023-06-02 21:08:19
Sèvres,max,15.0,19.0,28.0,33.0,1.0,2023-06-03 21:35:37
Sèvres,std,3.709259611492199,5.6039631625641135,7.68547024643746,8.000611893666774,0.0,
Vanves,count,2149.0,2149.0,2149.0,2149.0,2149.0,2149
Vanves,mean,2.2782689623080503,2.1991624011167987,4.477431363424849,27.594229874360167,1.0,2023-05-31 14:28:24.986970880
Vanves,min,0.0,0.0,0.0,3.0,1.0,2023-05-28 10:50:33
Vanves,25%,1.0,0.0,2.0,21.0,1.0,2023-05-29 13:20:33
Vanves,50%,1.0,1.0,3.0,24.0,1.0,2023-05-31 09:12:49
Vanves,75%,3.0,3.0,6.0,37.0,1.0,2023-06-02 21:08:19
Vanves,max,21.0,19.0,27.0,50.0,1.0,2023-06-03 21:35:37
Vanves,std,2.5898738456851804,3.0549558671514427,4.198749227450022,10.486050156372334,0.0,
Ville-d'Avray,count,307.0,307.0,307.0,307.0,307.0,307
Ville-d'Avray,mean,3.8306188925081432,0.5895765472312704,4.420195439739413,19.02931596091205,1.0,2023-05-31 14:28:25.280130048
Ville-d'Avray,min,0.0,0.0,0.0,13.0,1.0,2023-05-28 10:50:33
Ville-d'Avray,25%,1.0,0.0,1.0,16.0,1.0,2023-05-29 13:25:34
Ville-d'Avray,50%,4.0,0.0,5.0,19.0,1.0,2023-05-31 09:12:49
Ville-d'Avray,75%,6.0,0.0,7.0,22.0,1.0,2023-06-02 21:03:17.500000
Ville-d'Avray,max,10.0,3.0,10.0,23.0,1.0,2023-06-03 21:35:37
Ville-d'Avray,std,2.7848752230355314,1.1579317895507022,3.2088494814120248,3.0533043047852657,0.0,
Villejuif,count,3377.0,3377.0,3377.0,3377.0,3377.0,3377
Villejuif,mean,3.5877998223275096,1.535386437666568,5.123186259994077,19.281314776428783,1.0,2023-05-31 14:28:25.095646976
Villejuif,min,0.0,0.0,0.0,1.0,1.0,2023-05-28 10:50:33
Villejuif,25%,1.0,0.0,2.0,14.0,1.0,2023-05-29 13:20:33
Villejuif,50%,3.0,1.0,3.0,18.0,1.0,2023-05-31 09:12:49
Villejuif,75%,5.0,2.0,8.0,23.0,1.0,2023-06-02 21:08:19
Villejuif,max,22.0,9.0,25.0,37.0,1.0,2023-06-03 21:35:37
Villejuif,std,3.31306017139042,2.117828106535702,4.351851573712226,6.987903202094757,0.0,
Villeneuve-la-Garenne,count,307.0,307.0,307.0,307.0,307.0,307
Villeneuve-la-Garenne,mean,0.0,0.0,0.0,30.0,0.0,2023-05-31 14:28:24.801302784
Villeneuve-la-Garenne,min,0.0,0.0,0.0,30.0,0.0,2023-05-28 10:50:33
Villeneuve-la-Garenne,25%,0.0,0.0,0.0,30.0,0.0,2023-05-29 13:25:34
Villeneuve-la-Garenne,50%,0.0,0.0,0.0,30.0,0.0,2023-05-31 09:12:49
Villeneuve-la-Garenne,75%,0.0,0.0,0.0,30.0,0.0,2023-06-02 21:03:17.500000
Villeneuve-la-Garenne,max,0.0,0.0,0.0,30.0,0.0,2023-06-03 21:35:37
Villeneuve-la-Garenne,std,0.0,0.0,0.0,0.0,0.0,
Vincennes,count,3070.0,3070.0,3070.0,3070.0,3070.0,3070
Vincennes,mean,5.578827361563518,5.993485342019544,11.572312703583062,17.989250814332248,1.0,2023-05-31 14:28:24.841368064
Vincennes,min,0.0,0.0,0.0,0.0,1.0,2023-05-28 10:50:33
Vincennes,25%,1.0,1.0,3.0,10.0,1.0,2023-05-29 13:20:33
Vincennes,50%,3.0,4.0,7.0,19.0,1.0,2023-05-31 09:12:48.500000
Vincennes,75%,8.0,10.0,19.0,22.0,1.0,2023-06-02 21:08:18
Vincennes,max,38.0,31.0,50.0,50.0,1.0,2023-06-03 21:35:37
Vincennes,std,6.485023571245986,5.838877959975633,10.993280429017005,11.106766513735652,0.0,
Vitry-sur-Seine,count,4912.0,4912.0,4912.0,4912.0,4912.0,4912
Vitry-sur-Seine,mean,3.8654315960912053,9.756311074918568,13.621742671009772,10.98656351791531,0.9375,2023-05-31 14:28:24.932410368
Vitry-sur-Seine,min,0.0,0.0,0.0,0.0,0.0,2023-05-28 10:50:33
Vitry-sur-Seine,25%,1.0,2.0,6.0,3.0,1.0,2023-05-29 13:20:33
Vitry-sur-Seine,50%,3.0,9.0,14.0,9.0,1.0,2023-05-31 09:12:49
Vitry-sur-Seine,75%,6.0,16.0,21.0,17.0,1.0,2023-06-02 21:08:18
Vitry-sur-Seine,max,21.0,28.0,32.0,34.0,1.0,2023-06-03 21:35:37
Vitry-sur-Seine,std,3.3078659664639476,7.824371600981765,8.607852981024443,8.487694125997834,0.24208610270729572,
