district_name,,available_electric_bikes,available_mechanical_bikes,available_bikes,available_docks,status
Rosny-sous-Bois,25%,4.0,1.0,5.0,10.0,1.0
Rosny-sous-Bois,50%,6.0,4.0,10.0,13.0,1.0
Rosny-sous-Bois,75%,11.75,6.0,17.0,15.0,1.0
Rosny-sous-Bois,max,28.0,8.0,30.0,21.0,1.0
Rueil-Malmaison,count,2269.0,2269.0,2269.0,2269.0,2269.0
Rueil-Malmaison,mean,3.5773468488320845,2.2327016306743057,5.81004847950639,18.277214631996475,0.8889378580872631
Rueil-Malmaison,std,4.320375193348454,2.9928731881247077,6.908801574454108,7.021905508117845,0.3142783370211937
Rueil-Malmaison,min,0.0,0.0,0.0,0.0,0.0
Rueil-Malmaison,25%,0.0,0.0,1.0,15.0,1.0
Rueil-Malmaison,50%,2.0,1.0,3.0,20.0,1.0
Rueil-Malmaison,75%,5.0,4.0,8.0,22.0,1.0
Rueil-Malmaison,max,20.0,12.0,30.0,31.0,1.0
Saint-Cloud,count,756.0,756.0,756.0,756.0,756.0
Saint-Cloud,mean,3.1005291005291005,4.328042328042328,7.428571428571429,17.666666666666668,1.0
Saint-Cloud,std,2.922024107574192,5.533360056370609,7.546337461464894,5.670184598184035,0.0
Saint-Cloud,min,0.0,0.0,0.0,0.0,1.0
Saint-Cloud,25%,1.0,0.0,2.0,15.0,1.0
Saint-Cloud,50%,2.0,2.0,4.0,19.0,1.0
Saint-Cloud,75%,4.0,6.25,9.0,21.0,1.0
Saint-Cloud,max,14.0,21.0,30.0,29.0,1.0
Saint-Denis,count,4286.0,4286.0,4286.0,4286.0,4286.0
Saint-Denis,mean,5.259682687820812,4.645823611759216,9.905506299580027,21.81124591693887,0.9412039197386841
Saint-Denis,std,6.723753556084088,5.607470434821571,10.718012081342616,10.53422823537665,0.2352700912071147
Saint-Denis,min,0.0,0.0,0.0,0.0,0.0
Saint-Denis,25%,1.0,1.0,3.0,14.0,1.0
Saint-Denis,50%,3.0,3.0,6.0,21.0,1.0
Saint-Denis,75%,7.0,7.0,13.0,31.0,1.0
Saint-Denis,max,39.0,32.0,61.0,42.0,1.0
Saint-Mandé,count,1512.0,1512.0,1512.0,1512.0,1512.0
Saint-Mandé,mean,4.218253968253968,6.28505291005291,10.503306878306878,20.232142857142858,1.0
Saint-Mandé,std,5.166197225489108,6.383826260211087,10.363415756657638,11.41612632823639,0.0
Saint-Mandé,min,0.0,0.0,0.0,0.0,1.0
Saint-Mandé,25%,1.0,1.0,3.0,13.0,1.0
Saint-Mandé,50%,3.0,4.0,7.0,19.0,1.0
Saint-Mandé,75%,5.0,10.0,14.0,26.0,1.0
Saint-Mandé,max,37.0,34.0,58.0,54.0,1.0
Saint-Maurice,count,756.0,756.0,756.0,756.0,756.0
Saint-Maurice,mean,3.462962962962963,15.476190476190476,18.93915343915344,8.277777777777779,1.0
Saint-Maurice,std,2.3664215483133613,9.595982287620846,10.505703342760736,6.427349125186988,0.0
Saint-Maurice,min,0.0,0.0,1.0,0.0,1.0
Saint-Maurice,25%,1.0,8.0,11.0,3.0,1.0
Saint-Maurice,50%,3.0,13.0,15.0,6.0,1.0
Saint-Maurice,75%,5.0,27.0,30.0,14.0,1.0
Saint-Maurice,max,11.0,33.0,39.0,24.0,1.0
Saint-Ouen-sur-Seine,count,2016.0,2016.0,2016.0,2016.0,2016.0
Saint-Ouen-sur-Seine,mean,4.1646825396825395,7.1438492063492065,11.308531746031745,17.900793650793652,1.0
Saint-Ouen-sur-Seine,std,3.1842763042096496,6.247909178025314,7.25385473819013,9.48312223427772,0.0
Saint-Ouen-sur-Seine,min,0.0,0.0,0.0,0.0,1.0
Saint-Ouen-sur-Seine,25%,2.0,2.0,6.0,12.0,1.0
Saint-Ouen-sur-Seine,50%,4.0,5.0,10.0,18.0,1.0
Saint-Ouen-sur-Seine,75%,6.0,11.0,16.0,22.0,1.0
Saint-Ouen-sur-Seine,max,18.0,31.0,37.0,48.0,1.0
Sceaux,count,1008.0,1008.0,1008.0,1008.0,1008.0
Sceaux,mean,3.3442460317460316,9.744047619047619,13.08829365079365,16.623015873015873,1.0
Sceaux,std,3.437850334515225,8.168773607461803,8.90159943814476,7.4688858766270805,0.0
Sceaux,min,0.0,0.0,0.0,0.0,1.0
Sceaux,25%,1.0,3.0,6.0,13.0,1.0
Sceaux,50%,2.0,7.0,11.0,17.0,1.0
Sceaux,75%,5.0,16.0,19.0,22.0,1.0
Sceaux,max,18.0,31.0,33.0,32.0,1.0
Suresnes,count,2520.0,2520.0,2520.0,2520.0,2520.0
Suresnes,mean,3.259920634920635,3.186111111111111,6.446031746031746,19.16190476190476,1.0
Suresnes,std,3.629242092720904,4.933287130205053,7.163786247034165,5.927507781040903,0.0
Suresnes,min,0.0,0.0,0.0,0.0,1.0
Suresnes,25%,0.0,0.0,1.0,17.0,1.0
Suresnes,50%,2.0,1.0,4.0,20.0,1.0
Suresnes,75%,5.0,4.0,10.0,24.0,1.0
Suresnes,max,17.0,23.0,32.0,35.0,1.0
Sèvres,count,1260.0,1260.0,1260.0,1260.0,1260.0
Sèvres,mean,3.0357142857142856,5.503968253968254,8.53968253968254,18.635714285714286,1.0
Sèvres,std,3.2246312824843795,7.449644572483878,9.235297478580966,9.500461627392255,0.0
Sèvres,min,0.0,0.0,0.0,0.0,1.0
Sèvres,25%,1.0,0.0,1.0,12.0,1.0
Sèvres,50%,2.0,1.0,4.0,19.0,1.0
Sèvres,75%,5.0,11.0,16.0,26.0,1.0
Sèvres,max,16.0,24.0,32.0,33.0,1.0
Vanves,count,1764.0,1764.0,1764.0,1764.0,1764.0
Vanves,mean,3.002834467120181,2.5975056689342404,5.600340136054422,25.822562358276645,1.0
Vanves,std,3.711442794436191,4.478740923934182,5.9347577756704695,11.352783123039206,0.0
Vanves,min,0.0,0.0,0.0,0.0,1.0
Vanves,25%,1.0,0.0,2.0,19.0,1.0
Vanves,50%,2.0,1.0,3.0,24.0,1.0
Vanves,75%,4.0,3.0,7.0,35.0,1.0
Vanves,max,23.0,26.0,28.0,50.0,1.0
Ville-d'Avray,count,252.0,252.0,252.0,252.0,252.0
Ville-d'Avray,mean,6.4563492063492065,2.6904761904761907,9.146825396825397,14.773809523809524,1.0
Ville-d'Avray,std,5.066301385248875,2.2581037269492126,7.022322818710991,6.950624708332643,0.0
Ville-d'Avray,min,1.0,0.0,1.0,1.0,1.0
Ville-d'Avray,25%,2.0,1.0,3.0,7.0,1.0
Ville-d'Avray,50%,4.0,2.0,6.0,18.0,1.0
Ville-d'Avray,75%,11.0,5.0,17.0,21.0,1.0
Ville-d'Avray,max,17.0,7.0,23.0,23.0,1.0
Villejuif,count,2772.0,2772.0,2772.0,2772.0,2772.0
Villejuif,mean,3.145021645021645,0.8492063492063492,3.994227994227994,20.698051948051948,1.0
Villejuif,std,3.726179065608519,1.4548377781225519,4.242211435848155,6.7430616994677655,0.0
Villejuif,min,0.0,0.0,0.0,4.0,1.0
Villejuif,25%,1.0,0.0,1.0,16.0,1.0
Villejuif,50%,2.0,0.0,3.0,20.0,1.0
Villejuif,75%,4.0,1.0,5.0,27.0,1.0
Villejuif,max,23.0,9.0,24.0,37.0,1.0
Villeneuve-la-Garenne,count,252.0,252.0,252.0,252.0,252.0
Villeneuve-la-Garenne,mean,0.0,0.0,0.0,4.761904761904762,0.0
Villeneuve-la-Garenne,std,0.0,0.0,0.0,10.984544427410096,0.0
Villeneuve-la-Garenne,min,0.0,0.0,0.0,0.0,0.0
Villeneuve-la-Garenne,25%,0.0,0.0,0.0,0.0,0.0
Villeneuve-la-Garenne,50%,0.0,0.0,0.0,0.0,0.0
Villeneuve-la-Garenne,75%,0.0,0.0,0.0,0.0,0.0
Villeneuve-la-Garenne,max,0.0,0.0,0.0,30.0,0.0
Vincennes,count,2520.0,2520.0,2520.0,2520.0,2520.0
Vincennes,mean,5.3654761904761905,5.344444444444444,10.709920634920636,19.048412698412697,1.0
Vincennes,std,6.432117099411087,5.247772064449987,9.803122542618766,10.83815935269197,0.0
Vincennes,min,0.0,0.0,0.0,0.0,1.0
Vincennes,25%,1.0,1.0,4.0,13.0,1.0
Vincennes,50%,3.0,3.0,8.0,19.0,1.0
Vincennes,75%,7.0,9.0,15.0,23.0,1.0
Vincennes,max,38.0,23.0,50.0,50.0,1.0
Vitry-sur-Seine,count,4034.0,4034.0,4034.0,4034.0,4034.0
Vitry-sur-Seine,mean,4.3029251363411,9.638324243926624,13.941249380267724,10.544372830937036,0.9370352007932573
Vitry-sur-Seine,std,3.829681199733492,7.765713217618923,8.885461147983776,8.633206140687701,0.24292974835051442
Vitry-sur-Seine,min,0.0,0.0,0.0,0.0,0.0
Vitry-sur-Seine,25%,1.0,1.0,6.0,3.0,1.0
Vitry-sur-Seine,50%,3.0,10.0,15.0,8.0,1.0
Vitry-sur-Seine,75%,6.0,16.0,21.0,17.0,1.0
Vitry-sur-Seine,max,24.0,27.0,31.0,32.0,1.0
