,,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,status,status,status,status,status,status,status,status,last_update,last_update,last_update,last_update,last_update,last_update,last_update,last_update
,,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std
station_id,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20023,Pelleport - Belgrand,307.0,1.8534201954397393,0.0,0.0,1.0,3.0,12.0,2.0709663596321564,307.0,0.26384364820846906,0.0,0.0,0.0,0.0,2.0,0.49052680929550374,307.0,2.1172638436482085,0.0,0.0,2.0,3.0,12.0,2.216824041021715,307.0,12.589576547231271,3.0,11.0,13.0,14.0,15.0,2.1284615366297372,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.785016064,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20024,Gambetta - Père Lachaise,307.0,2.407166123778502,0.0,1.0,2.0,3.0,15.0,2.715306549050998,307.0,0.1465798045602606,0.0,0.0,0.0,0.0,4.0,0.5061836861910651,307.0,2.553745928338762,0.0,1.0,2.0,3.0,15.0,2.8719190324068484,307.0,25.55700325732899,12.0,25.0,26.0,27.0,29.0,3.1089962458729508,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.114006272,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20027,Porte de Ménilmontant,307.0,1.0912052117263844,0.0,0.0,0.0,1.0,9.0,2.0222990977491593,307.0,0.14006514657980457,0.0,0.0,0.0,0.0,2.0,0.453660488558689,307.0,1.231270358306189,0.0,0.0,0.0,1.0,11.0,2.3657273782020423,307.0,13.488599348534201,4.0,13.0,14.0,15.0,15.0,2.5441911909441877,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.785016320,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20029,Frères Flavien - Porte des Lilas,307.0,2.433224755700326,0.0,0.0,1.0,3.0,14.0,3.7343928413818808,307.0,1.214983713355049,0.0,0.0,0.0,0.5,16.0,3.4002167726545123,307.0,3.6482084690553744,0.0,0.0,2.0,4.0,21.0,5.114380122246487,307.0,19.208469055374593,2.0,19.0,21.0,22.0,23.0,5.050288926069913,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.133550336,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
2003,Saint-Denis - Réaumur,307.0,4.739413680781759,0.0,2.5,4.0,5.0,17.0,3.5448356500443423,307.0,5.355048859934853,0.0,1.0,4.0,5.0,26.0,6.392474045759551,307.0,10.094462540716613,1.0,5.0,7.0,12.0,32.0,8.057445017915386,307.0,21.794788273615634,0.0,20.0,24.0,27.0,31.0,8.112378917641326,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.146579968,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20030,Ménilmontant - Père Lachaise,307.0,4.296416938110749,1.0,3.0,4.0,5.0,14.0,2.429412674545347,307.0,1.713355048859935,0.0,0.0,1.0,2.0,13.0,2.1653655552602276,307.0,6.009771986970684,1.0,3.0,5.0,7.0,24.0,3.5823508384215392,307.0,48.442996742671006,30.0,47.0,49.0,51.0,54.0,3.9306706021164244,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.384364800,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:18,2023-06-03 21:35:37,
20032,Square des Amandiers,307.0,1.3257328990228012,0.0,0.0,1.0,2.0,8.0,1.3227851263585573,307.0,0.4723127035830619,0.0,0.0,0.0,1.0,5.0,0.6966649263053035,307.0,1.798045602605863,0.0,1.0,1.0,2.0,8.0,1.5461092083640522,307.0,9.576547231270359,4.0,9.0,10.0,11.0,12.0,1.5199663954673974,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.312703488,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20033,Etienne Dolet - Place Maurice Chevalier,307.0,1.6905537459283388,0.0,0.0,1.0,2.0,19.0,2.8316619094601596,307.0,0.6416938110749185,0.0,0.0,0.0,1.0,4.0,0.8413075708786777,307.0,2.3322475570032575,0.0,0.0,2.0,2.5,23.0,3.285992627252592,307.0,30.4885993485342,8.0,30.0,31.0,33.0,33.0,3.5307751087212544,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.374592768,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:18,2023-06-03 21:35:37,
20034,Sorbier - Ménilmontant,307.0,1.6188925081433225,0.0,1.0,1.0,2.0,12.0,1.8772898204877924,307.0,0.5374592833876222,0.0,0.0,0.0,0.0,11.0,1.5342699805890552,307.0,2.1563517915309447,0.0,1.0,1.0,2.0,22.0,3.054245472330285,307.0,21.830618892508145,2.0,22.0,23.0,23.0,24.0,3.0492644470442243,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.104234496,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20035,Pyrénées - Ménilmontant,307.0,1.241042345276873,0.0,0.0,1.0,1.0,7.0,1.4120893369708019,307.0,0.10423452768729642,0.0,0.0,0.0,0.0,2.0,0.31656084461984,307.0,1.3452768729641693,0.0,0.0,1.0,2.0,7.0,1.492246465767003,307.0,24.247557003257327,19.0,24.0,25.0,25.0,26.0,1.537319698501304,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.364820992,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:50,2023-06-02 21:03:18,2023-06-03 21:35:37,
20036,Ménilmontant - Pelleport,307.0,0.9055374592833876,0.0,0.0,0.0,2.0,11.0,1.3361007876536437,307.0,0.05211726384364821,0.0,0.0,0.0,0.0,2.0,0.23685110031535334,307.0,0.9576547231270358,0.0,0.0,1.0,2.0,11.0,1.3338840913974401,307.0,18.039087947882734,8.0,17.0,18.0,19.0,19.0,1.332758386608951,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.719869696,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:17,2023-06-03 21:35:37,
20037,Gambetta - Saint Fargeau,307.0,0.9478827361563518,0.0,0.0,0.0,1.0,7.0,1.3469478009043694,307.0,0.5276872964169381,0.0,0.0,0.0,1.0,2.0,0.5955023638035436,307.0,1.47557003257329,0.0,0.0,1.0,2.0,8.0,1.5022497021018282,307.0,21.52768729641694,15.0,21.0,22.0,23.0,23.0,1.6494350963863453,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.364820992,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:18,2023-06-03 21:35:37,
20039,Belleville - Couronnes,307.0,1.8534201954397393,0.0,1.0,2.0,3.0,10.0,1.7019826086017942,307.0,1.4397394136807817,0.0,1.0,1.0,2.0,7.0,1.241487589604033,307.0,3.2931596091205213,0.0,2.0,3.0,4.5,14.0,2.365061341201173,307.0,46.09771986970684,36.0,45.0,46.0,47.0,50.0,2.219247652582468,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.957654784,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
2004,Square Pierre Lazareff,307.0,2.022801302931596,0.0,1.0,2.0,3.0,8.0,1.7252833345782541,307.0,5.6612377850162865,1.0,2.0,5.0,8.0,15.0,3.6437648102331077,307.0,7.684039087947883,1.0,4.0,7.0,11.0,17.0,4.348522321151417,307.0,8.872964169381108,0.0,5.5,9.0,13.0,16.0,4.449442060420472,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.218241024,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20040,Parc de Belleville - Julien Lacroix,307.0,2.1074918566775245,0.0,1.0,2.0,2.0,14.0,2.057548487924945,307.0,1.0749185667752443,0.0,0.0,1.0,2.0,6.0,1.373508546985084,307.0,3.182410423452769,0.0,2.0,2.0,4.0,19.0,2.9548813144754384,307.0,22.15960912052117,7.0,22.0,23.0,24.0,26.0,2.945684310285855,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.749185536,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20042,Pyrénées - Emmery,307.0,1.254071661237785,0.0,0.0,0.0,2.0,13.0,2.131450157199474,307.0,0.28664495114006516,0.0,0.0,0.0,0.0,6.0,0.7019469755863923,307.0,1.5407166123778502,0.0,0.0,1.0,2.0,15.0,2.398420669317772,307.0,37.90553745928339,25.0,37.5,38.0,39.0,40.0,2.3847696113214822,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.602605824,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
20043,Charonne - Avron,307.0,2.804560260586319,0.0,1.0,3.0,4.0,10.0,2.0034884736796594,307.0,1.1758957654723128,0.0,0.0,0.0,2.0,7.0,1.7845576049286858,307.0,3.980456026058632,0.0,2.0,3.0,5.0,16.0,3.198183070863724,307.0,22.06840390879479,10.0,21.0,23.0,24.0,26.0,3.358514454277741,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.723127040,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17,2023-06-03 21:35:37,
20044,Davout - Volga,307.0,2.478827361563518,0.0,1.0,1.0,3.0,12.0,2.8870979491762636,307.0,1.5700325732899023,0.0,0.0,1.0,2.0,10.0,2.2717678323065575,307.0,4.04885993485342,0.0,1.0,2.0,5.0,18.0,4.576962453124464,307.0,23.697068403908794,10.0,23.0,25.0,26.0,28.0,4.5312377515051105,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.078175744,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20045,Louis Ganne - Davout,307.0,1.8208469055374592,0.0,1.0,1.0,2.0,11.0,2.2266556444224666,307.0,2.1530944625407167,0.0,0.0,0.0,2.0,13.0,3.564441563693016,307.0,3.973941368078176,0.0,1.0,2.0,5.0,19.0,4.8330938179141745,307.0,25.993485342019543,11.0,25.0,28.0,29.0,30.0,4.865507171396951,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.918566656,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20047,Cours de Vincennes - Davout,307.0,3.586319218241042,0.0,2.0,3.0,6.0,15.0,2.762057666190458,307.0,5.172638436482084,1.0,1.0,3.0,8.0,26.0,5.308105210374052,307.0,8.758957654723128,1.0,4.0,6.0,12.5,34.0,7.110280430394755,307.0,37.70684039087948,13.0,33.0,40.0,43.0,46.0,7.134931018436014,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.925081344,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20048,Bagnolet - Place Saint-Blaise,307.0,1.221498371335505,0.0,0.0,1.0,2.0,6.0,1.164477092034513,307.0,0.8469055374592834,0.0,0.0,0.0,1.0,5.0,1.308349956508092,307.0,2.0684039087947883,0.0,1.0,2.0,3.0,8.0,1.5270582573339697,307.0,25.35830618892508,19.0,24.0,26.0,27.0,28.0,1.6534637037647528,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.263843328,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
2005,Montmartre - Etienne Marcel,307.0,4.257328990228013,1.0,2.0,4.0,6.0,13.0,2.9828874734044897,307.0,4.7752442996742674,0.0,3.0,4.0,7.0,12.0,3.1035989317261206,307.0,9.03257328990228,1.0,4.0,8.0,15.0,16.0,5.079007888782702,307.0,6.625407166123779,0.0,1.0,7.0,12.0,15.0,4.955330471196851,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.159609088,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
2006,Place des Victoires,307.0,4.690553745928339,0.0,2.0,4.0,6.0,14.0,3.1857539333313114,307.0,7.270358306188925,0.0,3.0,6.0,12.0,17.0,4.725317799108296,307.0,11.960912052117264,1.0,8.0,12.0,16.0,23.0,5.668837803400226,307.0,11.231270358306189,0.0,7.0,12.0,16.0,22.0,5.9349909021300835,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.244299520,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
2008,Mairie du 2ème,307.0,5.925081433224756,0.0,2.0,4.0,9.0,16.0,4.794222037445424,307.0,4.866449511400652,1.0,2.0,4.0,5.5,16.0,4.076685035938697,307.0,10.791530944625407,1.0,4.0,10.0,17.0,27.0,7.548245257811812,307.0,16.876221498371336,1.0,11.0,18.0,23.0,26.0,7.269619928962068,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.218241024,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
2009,Filles Saint-Thomas - Place de la Bourse,307.0,10.029315960912053,0.0,1.5,7.0,19.0,35.0,9.481101973325709,307.0,11.583061889250814,1.0,2.0,3.0,23.0,43.0,12.883417918427668,307.0,21.612377850162865,1.0,4.0,9.0,42.0,58.0,21.321908166408623,307.0,35.8371335504886,0.0,15.0,49.0,53.0,56.0,21.223357514185082,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.214983680,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
2010,Uzès - Montmartre,307.0,4.4332247557003255,0.0,1.0,3.0,8.0,13.0,4.214579855432392,307.0,6.2117263843648205,0.0,1.0,4.0,11.0,20.0,6.0410463603174085,307.0,10.644951140065146,0.0,2.0,12.0,19.0,28.0,8.306682811307427,307.0,17.960912052117266,0.0,9.5,17.0,27.0,29.0,8.529750117907279,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.745928192,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20103,Le Vau - Maurice Bertaux,307.0,1.0,0.0,0.0,1.0,1.0,7.0,1.2808289799254986,307.0,1.1530944625407167,0.0,0.0,0.0,1.0,10.0,2.558980444607631,307.0,2.1530944625407167,0.0,0.0,1.0,2.0,14.0,3.2417842663585374,307.0,22.67100977198697,10.0,23.0,24.0,25.0,25.0,3.51735751367261,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.899022592,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20104,Louis Lumière.,307.0,4.276872964169381,0.0,2.0,3.0,5.0,18.0,4.444084633409584,307.0,0.8664495114006515,0.0,0.0,1.0,2.0,4.0,0.9659639602193091,307.0,5.143322475570033,0.0,2.0,3.0,6.0,20.0,5.032474219329761,307.0,16.85667752442997,2.0,16.0,19.0,20.0,22.0,5.032474219329761,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.123778304,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20105,Benoît Frachon - République,307.0,6.749185667752443,0.0,4.0,6.0,9.0,18.0,4.038898808222594,307.0,5.710097719869707,0.0,2.0,5.0,7.0,18.0,4.605764609430062,307.0,12.45928338762215,0.0,7.0,13.0,16.0,30.0,7.46806732362182,307.0,17.306188925081432,0.0,13.5,17.0,23.0,29.0,7.299659370923477,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.058631936,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20106,Mairie du 20ème,307.0,2.231270358306189,0.0,1.0,2.0,3.0,12.0,1.9323356152427282,307.0,0.26058631921824105,0.0,0.0,0.0,0.0,6.0,0.7651585645881194,307.0,2.49185667752443,0.0,1.0,2.0,3.0,17.0,2.4392820395108945,307.0,24.042345276872965,9.0,24.0,25.0,25.0,27.0,2.5708582475041872,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.338762240,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:18,2023-06-03 21:35:37,
20108,Jardin de l'Hospice Debrousse,307.0,1.9739413680781759,0.0,1.0,2.0,2.0,12.0,1.8415959359540044,307.0,0.11400651465798045,0.0,0.0,0.0,0.0,2.0,0.33824698012733784,307.0,2.0879478827361564,0.0,1.0,2.0,2.0,13.0,1.8774769322848794,307.0,20.439739413680783,10.0,20.0,21.0,21.0,23.0,1.9111259891100696,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.996742656,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20109,Haxo - Surmelin,307.0,0.5667752442996743,0.0,0.0,0.0,1.0,5.0,0.8505690280876769,307.0,0.048859934853420196,0.0,0.0,0.0,0.0,2.0,0.2573564767683849,307.0,0.6156351791530945,0.0,0.0,0.0,1.0,5.0,0.8977913187883453,307.0,19.384364820846905,15.0,19.0,20.0,20.0,20.0,0.8977913187883453,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.758957824,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20110,Gambetta - Tourelles,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.309446144,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20111,Villiers de l'Isle Adam - Pyrénées,307.0,1.231270358306189,0.0,0.0,1.0,2.0,10.0,1.667235005607314,307.0,0.20195439739413681,0.0,0.0,0.0,0.0,2.0,0.4101602881385445,307.0,1.4332247557003257,0.0,0.0,1.0,2.0,11.0,1.7201051680606838,307.0,17.86970684039088,8.0,18.0,18.0,19.0,20.0,1.9476718745132737,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.687296256,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
20112,Jourdain - Place des Grandes Rigoles,307.0,1.511400651465798,0.0,1.0,1.0,2.0,8.0,1.4080883273596985,307.0,0.250814332247557,0.0,0.0,0.0,0.0,5.0,0.6658997952471943,307.0,1.762214983713355,0.0,1.0,1.0,2.0,9.0,1.6346350293325906,307.0,19.599348534201955,13.0,19.0,20.0,21.0,22.0,1.6800636753677904,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.612377856,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
20113,Piat - Parc de Belleville,307.0,2.462540716612378,0.0,1.0,1.0,4.0,14.0,2.6521166896326873,307.0,0.30293159609120524,0.0,0.0,0.0,0.0,4.0,0.6125788239623142,307.0,2.765472312703583,0.0,1.0,2.0,4.0,14.0,2.650141201389617,307.0,17.95439739413681,7.0,16.0,19.0,20.0,21.0,2.663822971211483,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.736156160,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20115,Louis Lumière - Porte de Bagnolet,307.0,2.465798045602606,0.0,0.0,2.0,4.0,9.0,2.4828765729951607,307.0,1.3713355048859934,0.0,0.0,1.0,2.0,7.0,1.676118056704179,307.0,3.8371335504885993,0.0,1.0,2.0,5.5,12.0,3.6406638936712,307.0,15.153094462540716,6.0,12.0,17.0,18.0,20.0,3.936507758684711,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.635179264,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
20116,Haies - Réunion,307.0,2.3420195439739415,0.0,1.0,2.0,3.0,12.0,2.2974040108695006,307.0,1.0586319218241043,0.0,0.0,1.0,2.0,6.0,1.2692242309337747,307.0,3.400651465798046,0.0,1.0,3.0,6.0,13.0,2.8604354699019754,307.0,18.234527687296417,8.0,16.0,19.0,21.0,22.0,2.9787449689285554,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.801303040,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20117,Saint-Fargeau - Mortier,307.0,0.6514657980456026,0.0,0.0,0.0,1.0,11.0,1.2624631495183385,307.0,0.28338762214983715,0.0,0.0,0.0,0.0,7.0,1.0669504476566778,307.0,0.9348534201954397,0.0,0.0,0.0,1.0,12.0,1.95763718824431,307.0,31.928338762214985,21.0,32.0,32.0,33.0,33.0,1.923728213081647,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.921824,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20118,Orteaux - Mouraud,307.0,0.8143322475570033,0.0,0.0,0.0,1.0,4.0,1.0578325017076735,307.0,0.5798045602605864,0.0,0.0,0.0,1.0,5.0,0.8609061730541056,307.0,1.3941368078175895,0.0,0.0,1.0,2.0,7.0,1.5353242043930024,307.0,22.136807817589577,17.0,22.0,23.0,23.0,24.0,1.6786374723563204,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.791530752,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20119,Square des Saint-Simoniens,307.0,0.5374592833876222,0.0,0.0,0.0,1.0,5.0,0.8131260147236711,307.0,0.04560260586319218,0.0,0.0,0.0,0.0,2.0,0.22405621608659623,307.0,0.5830618892508144,0.0,0.0,0.0,1.0,5.0,0.8681584480545272,307.0,24.416938110749186,20.0,24.0,25.0,25.0,25.0,0.8681584480545272,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.719869696,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:17,2023-06-03 21:35:37,
2012,Choiseul - Quatre Septembre,307.0,7.530944625407166,0.0,2.0,3.0,15.0,23.0,7.738465172268582,307.0,11.296416938110749,0.0,3.0,12.0,18.0,28.0,8.601570395195461,307.0,18.827361563517915,1.0,4.0,18.0,34.0,44.0,14.912582983883024,307.0,24.964169381107492,0.0,10.0,26.0,39.0,43.0,14.798494653084147,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.185667840,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
20120,Evariste Galois,307.0,1.1596091205211727,0.0,0.0,1.0,2.0,5.0,1.44074594093538,307.0,0.09771986970684039,0.0,0.0,0.0,0.0,2.0,0.38377384709619755,307.0,1.257328990228013,0.0,0.0,1.0,2.0,6.0,1.5662609088363846,307.0,28.680781758957654,24.0,28.0,29.0,30.0,30.0,1.66932788750624,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.732898816,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17,2023-06-03 21:35:37,
20121,Boyer - Ménilmontant,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.684038912,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
20122,Vitruve - Davout,307.0,1.8078175895765471,0.0,0.0,1.0,3.0,14.0,2.0923617997990265,307.0,1.1726384364820848,0.0,0.0,0.0,1.0,9.0,2.2301046041195454,307.0,2.980456026058632,0.0,0.0,2.0,4.0,14.0,3.624482264653182,307.0,19.882736156351793,9.0,19.0,21.0,23.0,23.0,3.5890986459401972,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.996742656,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
