,,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,status,status,status,status,status,status,status,status,last_update,last_update,last_update,last_update,last_update,last_update,last_update,last_update
,,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std,count,mean,min,25%,50%,75%,max,std
station_id,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16015,Bassano -  Iéna,307.0,4.026058631921824,1.0,2.0,3.0,6.0,12.0,2.929337480554679,307.0,1.3648208469055374,0.0,0.0,1.0,2.0,7.0,1.6775527471388991,307.0,5.390879478827362,1.0,2.0,3.0,9.0,13.0,3.967636420650578,307.0,9.368078175895766,2.0,5.0,11.0,13.0,14.0,4.003024659584438,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.798045440,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16016,Paul Doumer - La Tour,307.0,1.8078175895765471,0.0,0.0,1.0,3.0,6.0,1.6858321947453496,307.0,0.9739413680781759,0.0,0.0,1.0,1.0,6.0,1.1684741334204332,307.0,2.781758957654723,0.0,1.0,2.0,4.0,9.0,2.146876321940487,307.0,30.560260586319217,24.0,29.0,31.0,32.0,34.0,2.3966446992046606,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.856677376,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16017,Siam - La Pompe,307.0,0.9055374592833876,0.0,0.0,1.0,2.0,5.0,1.0420263478146459,307.0,0.758957654723127,0.0,0.0,0.0,1.0,5.0,1.003527872563326,307.0,1.6644951140065147,0.0,0.0,2.0,3.0,6.0,1.4824055225025248,307.0,13.856677524429967,9.0,12.0,14.0,16.0,16.0,1.7746340974926054,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.306188544,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16018,Flandrin - Henri Martin,307.0,2.456026058631922,1.0,2.0,2.0,3.0,6.0,0.9396083730701665,307.0,1.0781758957654723,0.0,1.0,1.0,1.0,4.0,0.828660976944857,307.0,3.534201954397394,1.0,3.0,3.0,4.0,8.0,1.2990580794258808,307.0,14.06514657980456,9.0,13.0,14.0,15.0,17.0,1.4469904178306847,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.719869696,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:17,2023-06-03 21:35:37,
16019,Porte de la Muette,307.0,5.241042345276873,0.0,1.0,3.0,10.0,20.0,5.693179862711296,307.0,4.351791530944626,0.0,0.0,2.0,8.0,18.0,4.851388358207397,307.0,9.592833876221498,0.0,2.0,6.0,18.0,35.0,9.59474669624598,307.0,26.156351791530945,1.0,18.0,30.0,34.0,36.0,9.698813200425779,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.084690688,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16020,Place de la Porte de Passy,307.0,5.563517915309446,0.0,2.0,5.0,10.0,13.0,3.671792940897101,307.0,5.993485342019544,0.0,2.0,6.0,10.0,16.0,3.9032360341366923,307.0,11.55700325732899,1.0,6.0,11.0,18.0,23.0,6.285098166619329,307.0,22.65472312703583,12.0,17.0,23.0,27.0,33.0,5.545828277119658,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.003257344,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16021,François Ponsard - La Muette,307.0,1.4560260586319218,0.0,1.0,1.0,2.0,7.0,1.2395396992373398,307.0,1.4657980456026058,0.0,0.0,1.0,2.0,9.0,1.7697447098850452,307.0,2.9218241042345277,0.0,2.0,2.0,4.0,14.0,2.5553505179550546,307.0,19.224755700325733,7.0,18.5,20.0,21.0,23.0,2.810747264558069,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.785016320,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16022,Jean Bologne - Passy,307.0,1.6644951140065147,0.0,0.0,1.0,2.0,5.0,1.6671009206257466,307.0,1.1107491856677525,0.0,0.0,1.0,2.0,8.0,1.5803475745842852,307.0,2.775244299674267,0.0,1.0,2.0,5.0,10.0,2.228376014577623,307.0,16.087947882736156,9.0,14.0,17.0,18.0,19.0,2.2233353963935834,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.345276672,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:18,2023-06-03 21:35:37,
16023,Passy - Place du Costa Rica,307.0,2.0749185667752443,0.0,0.0,2.0,3.0,11.0,2.155155600712301,307.0,4.257328990228013,0.0,2.0,4.0,6.0,12.0,3.0296309066662572,307.0,6.3322475570032575,0.0,4.0,5.0,9.0,20.0,3.946584006978208,307.0,26.504885993485342,13.0,24.0,27.0,29.0,33.0,3.860620133315038,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.328989952,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16024,Ranelagh - Maison de la Radio,307.0,4.042345276872964,0.0,2.0,4.0,6.0,11.0,2.1499730287110896,307.0,9.970684039087947,2.0,7.0,9.0,12.0,19.0,3.9625436458089007,307.0,14.013029315960912,3.0,12.0,14.0,17.0,21.0,3.888960360903702,307.0,5.635179153094462,0.0,3.0,5.0,8.0,16.0,3.819086939243283,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.967426560,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16025,Jean de la Fontaine - Boulainvilliers,307.0,3.7035830618892507,0.0,2.0,3.0,5.0,11.0,2.2404671392513444,307.0,14.06514657980456,1.0,11.0,13.0,18.0,30.0,5.792348194744779,307.0,17.76872964169381,3.0,14.0,16.0,21.0,36.0,6.690296310387542,307.0,46.79153094462541,31.0,41.0,48.0,52.5,57.0,6.511091085653256,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.312703488,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16026,Ranelagh - Mozart,307.0,2.6742671009771986,0.0,1.0,2.0,4.0,14.0,2.162837272121697,307.0,1.723127035830619,0.0,1.0,1.0,2.0,9.0,1.7688903855885076,307.0,4.397394136807818,0.0,3.0,4.0,6.0,14.0,2.6590073306915483,307.0,18.319218241042346,9.0,16.0,19.0,20.0,23.0,2.7252850257951073,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.586319104,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
16027,Mozart - Jasmin,307.0,4.267100977198697,0.0,1.0,3.0,6.0,19.0,4.387332373897757,307.0,12.853420195439739,1.0,5.0,13.0,18.0,31.0,8.536045047996225,307.0,17.120521172638437,1.0,10.0,20.0,23.0,34.0,9.294129976230865,307.0,43.27687296416938,27.0,37.0,40.0,51.0,60.0,9.180375808953197,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.811074816,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16029,Maison de Radio - France,307.0,3.6319218241042344,0.0,2.0,3.0,5.0,12.0,2.6503219474699877,307.0,21.592833876221498,8.0,17.0,20.0,27.5,35.0,7.491194009938264,307.0,25.224755700325733,10.0,19.0,25.0,33.0,41.0,8.377430747959345,307.0,18.02931596091205,1.0,9.0,20.0,25.0,34.0,9.513790499127063,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.798045440,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16030,Place de Barcelone - Mirabeau,307.0,4.162866449511401,1.0,3.0,3.0,5.0,14.0,2.6370020841686688,307.0,31.4885993485342,21.0,23.5,33.0,37.0,47.0,6.964595361874235,307.0,35.6514657980456,23.0,26.0,37.0,42.0,51.0,8.045562013051205,307.0,17.120521172638437,1.0,11.0,16.0,26.0,31.0,8.43943062475041,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.996742656,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16031,Vignes - Boulainvilliers,307.0,1.9087947882736156,0.0,1.0,2.0,3.0,5.0,1.1735737471942136,307.0,1.4071661237785016,0.0,0.0,1.0,3.0,5.0,1.2986974803684337,307.0,3.3159609120521174,0.0,2.0,3.0,4.0,8.0,1.8562311520848924,307.0,17.485342019543975,13.0,16.0,17.0,19.0,21.0,1.8879425110749566,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.908794880,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16032,Eglise d'Auteuil,307.0,4.817589576547231,0.0,2.0,3.0,7.0,15.0,3.656753540840986,307.0,5.690553745928339,0.0,4.0,5.0,8.0,12.0,3.2376475189663956,307.0,10.50814332247557,0.0,7.0,11.0,15.0,17.0,5.0295628137084245,307.0,8.612377850162867,2.0,4.0,8.0,13.0,19.0,5.03999460659835,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.775244032,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16033,Marché d'Auteuil,307.0,10.439739413680782,0.0,8.0,11.0,14.0,17.0,4.280841641620375,307.0,15.794788273615636,0.0,13.0,16.0,20.0,27.0,5.219393092344268,307.0,26.234527687296417,8.0,24.0,28.0,30.0,31.0,4.913338523461042,307.0,4.436482084690554,0.0,1.0,3.0,7.0,21.0,4.623579591336467,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.315960832,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16034,Porte d'Auteuil,307.0,11.566775244299674,1.0,8.0,11.0,15.0,22.0,5.395283920849272,307.0,15.879478827361563,1.0,11.0,15.0,21.5,28.0,5.860731377269482,307.0,27.446254071661237,2.0,28.0,30.0,32.0,33.0,7.3172424160854135,307.0,4.719869706840391,0.0,1.0,2.0,4.0,28.0,6.884649210686775,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.719869696,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:17,2023-06-03 21:35:37,
16036,Porte Molitor,307.0,19.436482084690553,0.0,11.0,23.0,29.0,34.0,10.944230491353908,307.0,26.973941368078176,0.0,25.0,28.0,35.0,45.0,12.011948236149022,307.0,46.41042345276873,0.0,43.0,55.0,57.0,59.0,18.046806123467118,307.0,11.964169381107492,1.0,1.0,2.0,15.0,56.0,17.674305217246665,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.097719808,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16037,Molitor - Michel-Ange,307.0,19.110749185667753,1.0,9.0,25.0,27.5,33.0,9.7075259746239,307.0,18.592833876221498,0.0,13.0,22.0,24.0,35.0,8.196146120216909,307.0,37.70358306188925,1.0,24.0,46.0,49.5,52.0,16.33773710727342,307.0,12.86970684039088,0.0,2.0,5.0,27.0,47.0,15.251999576784915,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.110749184,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16038,Molitor - Chardon-Lagache,307.0,6.609120521172638,0.0,5.0,6.0,9.0,14.0,3.931228442500706,307.0,19.381107491856678,2.0,14.0,21.0,24.0,26.0,5.7452482279555195,307.0,25.990228013029316,6.0,21.0,29.0,31.0,33.0,6.993687789863694,307.0,6.729641693811075,1.0,2.0,4.0,10.5,26.0,6.448022512029682,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.641693696,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
16039,Exelmans - Versailles,307.0,4.384364820846906,0.0,2.0,4.0,6.0,14.0,3.32383202304978,307.0,25.208469055374593,6.0,17.0,27.0,34.0,38.0,9.6630584848968,307.0,29.592833876221498,9.0,21.5,30.0,38.0,46.0,9.808643686183569,307.0,16.553745928338763,1.0,9.0,15.0,25.0,38.0,10.110801703404306,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.589576704,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
16040,Exelmans - Michel-Ange,307.0,8.80130293159609,0.0,6.0,8.0,12.0,19.0,4.777014504674148,307.0,17.889250814332247,0.0,16.0,18.0,23.5,27.0,7.343627918509628,307.0,26.690553745928337,0.0,27.0,30.0,33.0,33.0,9.485386525361031,307.0,6.2117263843648205,0.0,0.0,2.0,5.0,33.0,9.501502768141174,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.661238016,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
16041,Versailles - Claude Terrasse,307.0,5.381107491856677,0.0,1.0,3.0,7.0,24.0,6.14966134979528,307.0,20.15960912052117,7.0,16.0,21.0,25.0,33.0,6.310376130274443,307.0,25.54071661237785,10.0,19.0,24.0,31.0,43.0,8.893017206794557,307.0,17.798045602605864,0.0,12.0,20.0,25.0,32.0,9.32343291908117,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.882735872,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16042,Murat - Porte de Saint-Cloud,307.0,5.423452768729642,1.0,3.0,5.0,6.0,18.0,3.762973697219332,307.0,18.52768729641694,1.0,15.0,19.0,23.0,32.0,6.348412044251401,307.0,23.95114006514658,4.0,18.0,26.0,29.0,35.0,7.1047869117952445,307.0,12.143322475570033,1.0,7.0,10.0,18.0,33.0,7.262063169244746,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.100977152,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16043,Place de Passy,307.0,1.221498371335505,0.0,0.0,1.0,2.0,6.0,1.1302988654882993,307.0,1.1107491856677525,0.0,0.0,1.0,2.0,4.0,1.2102969544423143,307.0,2.3322475570032575,0.0,1.0,2.0,4.0,8.0,1.7620831674021664,307.0,12.667752442996743,7.0,11.0,13.0,14.0,15.0,1.7620831674021664,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.807817472,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16044,Porte de Saint Cloud - Parc des Princes,307.0,5.54071661237785,0.0,3.5,5.0,7.0,13.0,2.6048227282432865,307.0,18.14332247557003,6.0,16.0,18.0,21.0,28.0,4.276281221101365,307.0,23.684039087947884,8.0,22.0,25.0,27.0,30.0,4.724554061859644,307.0,7.677524429967427,1.0,4.0,7.0,10.0,24.0,4.9471305866196715,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.205211648,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16101,Malakoff - Place de la Porte Maillot,307.0,3.244299674267101,0.0,2.0,3.0,5.0,7.0,1.8617911858492016,307.0,1.9218241042345277,0.0,0.0,1.0,3.0,7.0,2.019612803845406,307.0,5.166123778501628,0.0,3.0,5.0,7.0,13.0,3.1542727983783516,307.0,11.765472312703583,4.0,10.0,12.0,14.0,17.0,3.1369159777327624,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.980455936,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16102,Pergolèse - Marbeau,307.0,1.211726384364821,0.0,0.0,1.0,2.0,7.0,1.650151295317749,307.0,2.429967426710098,0.0,1.0,2.0,3.0,9.0,2.0542036445578122,307.0,3.6416938110749184,0.0,1.0,3.0,5.0,15.0,2.8961244777994755,307.0,17.35830618892508,6.0,16.0,18.0,20.0,21.0,2.8961244777994755,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.130293248,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16103,Traktir - Foch,307.0,3.3485342019543975,0.0,1.0,2.0,4.0,15.0,4.119817735193151,307.0,1.4429967426710097,0.0,1.0,1.0,2.0,9.0,1.6975110990393858,307.0,4.791530944625407,0.0,1.0,3.0,5.0,22.0,5.169246029286495,307.0,16.729641693811075,0.0,16.0,19.0,20.0,21.0,4.905166097734155,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.130292992,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16104,Paul Valery - Victor Hugo,307.0,3.45928338762215,0.0,1.0,2.0,6.0,14.0,3.42341086760684,307.0,1.1824104234527688,0.0,0.0,0.0,2.0,8.0,1.7802337148161533,307.0,4.641693811074918,0.0,1.0,4.0,8.0,16.0,4.196398362063771,307.0,29.19869706840391,18.0,26.0,30.0,33.0,35.0,4.326117475805356,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.371335424,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16105,Crevaux - Bugeaud,307.0,2.8306188925081432,0.0,1.0,2.0,4.0,13.0,2.7895651630185796,307.0,2.3550488599348536,0.0,1.0,3.0,3.0,6.0,1.471182524529408,307.0,5.185667752442996,0.0,3.0,4.0,7.0,16.0,3.5204430695000144,307.0,24.925081433224754,13.0,23.0,26.0,28.0,31.0,3.8523725280214203,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.094462208,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16107,Benjamin Godard - Victor Hugo,307.0,1.0456026058631922,0.0,0.0,1.0,2.0,4.0,1.0654428695281983,307.0,1.01628664495114,0.0,0.0,1.0,1.0,7.0,1.353908125274313,307.0,2.0618892508143323,0.0,1.0,2.0,3.0,8.0,1.7014258766805934,307.0,32.9185667752443,27.0,32.0,33.0,34.0,35.0,1.7159042371060957,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.482084864,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
16108,Sablons - Georges Mandel,307.0,1.3550488599348534,0.0,0.0,1.0,2.0,5.0,1.2528394863870858,307.0,1.5407166123778502,0.0,0.0,0.0,1.5,10.0,2.464281466253237,307.0,2.8957654723127035,0.0,1.0,2.0,4.0,13.0,2.9096776179229638,307.0,34.73941368078176,24.0,33.0,36.0,37.0,38.0,3.006068532339111,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.651465728,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
16110,Octave Feuillet - Albéric Magnard,307.0,2.3029315960912053,0.0,1.0,2.0,3.0,17.0,3.0522826353657497,307.0,1.218241042345277,0.0,0.0,0.0,3.0,6.0,1.58874498313835,307.0,3.521172638436482,0.0,1.0,3.0,5.0,19.0,3.5748816781233796,307.0,16.973941368078176,2.0,15.0,18.0,19.0,21.0,3.5963814107312126,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.560260352,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
16111,Faustin Hélie - Desbordes-Valmore,307.0,2.241042345276873,0.0,1.0,2.0,4.0,7.0,1.6921221413769967,307.0,0.4560260586319218,0.0,0.0,0.0,1.0,3.0,0.7672980175164937,307.0,2.6970684039087947,0.0,1.0,3.0,4.0,7.0,1.706224055622635,307.0,29.28338762214984,25.0,28.0,29.0,31.0,32.0,1.680671820302437,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.697068544,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
16112,Chernoviz - Raynouard,307.0,2.270358306188925,0.0,1.0,2.0,3.0,11.0,2.0183474284139877,307.0,3.198697068403909,0.0,0.0,1.0,7.0,12.0,4.1218687774345835,307.0,5.469055374592834,0.0,2.0,3.0,11.0,18.0,5.172974020413971,307.0,30.0814332247557,18.0,25.0,33.0,34.0,35.0,4.997700180030885,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.801302784,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16115,Raffet - Montmorency,307.0,7.817589576547231,1.0,4.0,7.0,12.0,22.0,4.764309377451679,307.0,6.45928338762215,0.0,2.0,6.0,10.0,18.0,4.610389319880364,307.0,14.276872964169382,2.0,7.0,14.0,21.0,38.0,8.566820361413223,307.0,26.482084690553744,4.0,20.0,27.0,32.0,39.0,8.317367345586673,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.977198592,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16116,George Sand - Jean de La Fontaine,307.0,3.1465798045602607,0.0,1.0,3.0,5.0,9.0,2.2682836712049186,307.0,17.485342019543975,6.0,16.0,16.0,21.0,25.0,3.8639798132261816,307.0,20.631921824104236,9.0,18.0,22.0,24.0,28.0,4.037976247685849,307.0,7.156351791530945,1.0,3.5,7.0,10.0,20.0,4.35983416741297,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:25.306189056,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16118,Michel-Ange - Parent de Rosan,307.0,5.973941368078176,0.0,4.0,6.0,8.0,15.0,3.3410653123498895,307.0,8.618892508143322,0.0,4.0,9.0,12.0,16.0,4.242028442314031,307.0,14.592833876221498,0.0,11.0,15.0,19.0,23.0,5.850005372470492,307.0,9.547231270358306,1.0,5.0,9.0,14.0,24.0,5.790477066876744,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.547231488,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
16121,Jardin d'Acclimatation,307.0,7.605863192182411,1.0,5.0,7.0,10.0,22.0,4.1787313357039,307.0,7.384364820846906,0.0,3.0,6.0,12.0,22.0,5.594302935176382,307.0,14.990228013029316,1.0,9.0,13.0,23.5,31.0,8.11658728552379,307.0,16.566775244299674,2.0,9.0,18.0,22.0,31.0,7.667387243948632,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.713355008,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:16.500000,2023-06-03 21:35:37,
16122,Route de la Muette - Porte de Neuilly,307.0,4.364820846905538,0.0,2.0,4.0,6.0,15.0,3.2755481830026296,307.0,6.947882736156352,1.0,2.0,5.0,11.0,19.0,4.913355855622716,307.0,11.31270358306189,1.0,6.0,10.0,17.0,30.0,7.016782043675803,307.0,35.90553745928339,18.0,30.0,38.0,40.0,47.0,6.419501687520292,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.801302784,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16123,Mahatma Gandhi,307.0,9.117263843648209,0.0,6.0,9.0,12.0,24.0,5.145522357557085,307.0,6.980456026058632,0.0,3.0,7.0,10.0,16.0,4.706372656538186,307.0,16.09771986970684,0.0,10.0,18.0,22.0,26.0,7.5270901606984655,307.0,8.964169381107492,0.0,3.0,8.0,14.0,25.0,7.073518197024348,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.775244032,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:49,2023-06-02 21:03:17.500000,2023-06-03 21:35:37,
16124,Route de Sèvres - Porte de Bagatelle,307.0,6.736156351791531,0.0,3.0,7.0,10.0,14.0,4.050993852273847,307.0,15.26384364820847,0.0,11.0,14.0,20.0,39.0,7.846907026591494,307.0,22.0,2.0,17.0,23.0,26.0,49.0,9.23123427687272,307.0,41.86970684039088,15.0,38.0,41.0,47.0,61.0,9.182034937858333,307.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,307,2023-05-31 14:28:24.710097664,2023-05-28 10:50:33,2023-05-29 13:25:34,2023-05-31 09:12:48,2023-06-02 21:03:17,2023-06-03 21:35:37,
