,,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_electric_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_mechanical_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_bikes,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,available_docks,status,status,status,status,status,status,status,status
,,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
station_id,name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1015,Place André Malraux,252.0,3.0476190476190474,2.65659261994025,0.0,1.0,2.0,5.0,11.0,252.0,7.932539682539683,3.5289656140563244,0.0,5.0,8.0,10.0,15.0,252.0,10.98015873015873,3.7100599718366656,0.0,9.0,12.0,14.0,17.0,252.0,7.2976190476190474,3.6075830777768707,2.0,4.0,6.0,9.0,17.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10151,Gare du Nord - Faubourg Saint-Denis,252.0,5.190476190476191,5.400626030871538,0.0,1.0,3.0,6.0,22.0,252.0,2.5833333333333335,3.307151492752628,0.0,0.0,1.0,4.0,17.0,252.0,7.773809523809524,7.933013158964717,0.0,2.0,4.0,9.25,28.0,252.0,18.91269841269841,7.897772989113272,0.0,16.0,22.5,25.0,28.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10152,Gare du Nord - Place de Valenciennes,252.0,3.392857142857143,3.412017163925306,0.0,1.0,2.0,6.0,15.0,252.0,2.5873015873015874,3.4230757615978797,0.0,0.0,1.0,3.0,14.0,252.0,5.98015873015873,6.2964293915102445,0.0,2.0,3.0,8.0,22.0,252.0,17.543650793650794,6.594854882512108,1.0,15.0,20.0,22.0,25.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10153,Gare du Nord - Denain,252.0,3.361111111111111,4.545537143601416,0.0,0.0,2.0,4.0,20.0,252.0,0.9801587301587301,1.500200243806508,0.0,0.0,0.0,1.0,9.0,252.0,4.341269841269841,5.026087638194932,0.0,1.0,3.0,6.0,20.0,252.0,14.615079365079366,5.196406473008045,0.0,12.0,17.0,18.0,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1016,Thérèse - Opéra,252.0,7.726190476190476,4.885178471319344,0.0,3.0,8.0,12.0,17.0,252.0,11.297619047619047,3.735625075792101,1.0,9.0,11.0,14.0,18.0,252.0,19.023809523809526,6.282162550125853,3.0,15.0,22.0,24.0,25.0,252.0,5.440476190476191,6.0278593396457385,0.0,1.0,3.0,9.0,21.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10161,Gare de l'Est - Faubourg-Saint-Martin,252.0,3.6706349206349205,3.474243704230498,0.0,1.0,3.0,5.0,15.0,252.0,2.7896825396825395,3.0296365964890177,0.0,0.0,2.0,5.0,11.0,252.0,6.4603174603174605,5.489796103080614,0.0,1.0,5.0,11.0,21.0,252.0,24.682539682539684,5.697767499687114,9.0,20.0,26.0,30.0,32.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10162,Alexandre Parodi - Quai de Valmy,252.0,2.6904761904761907,3.092116400798042,0.0,1.0,2.0,3.0,17.0,252.0,1.492063492063492,1.7228070846536405,0.0,0.0,1.0,2.0,8.0,252.0,4.182539682539683,4.0532330190584345,0.0,1.0,3.0,6.0,21.0,252.0,18.17063492063492,4.262157534191542,0.0,16.0,19.0,21.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10163,Gare du Nord - Demarquay,252.0,2.3373015873015874,1.9169295720969877,0.0,1.0,2.0,3.0,10.0,252.0,0.7301587301587301,1.1390406140788354,0.0,0.0,0.0,1.0,5.0,252.0,3.0674603174603177,2.2948523501907467,0.0,1.0,2.0,5.0,11.0,252.0,25.817460317460316,2.3882207404659916,18.0,24.0,26.0,28.0,30.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10164,Claude Vellefaux - Sambre et Meuse,252.0,2.142857142857143,2.884811954249885,0.0,0.0,1.0,3.0,16.0,252.0,1.2738095238095237,1.4857988352107818,0.0,0.0,1.0,2.0,7.0,252.0,3.4166666666666665,3.648527509564346,0.0,1.0,2.0,5.0,20.0,252.0,29.626984126984127,3.5509588559373357,14.0,28.0,31.0,32.0,34.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10165,Gare de l'Est - Place du 11 Novembre 1918,252.0,4.325396825396825,6.051346516488653,0.0,1.0,2.0,5.0,26.0,252.0,6.123015873015873,5.5434489918142695,1.0,2.0,4.0,9.0,23.0,252.0,10.448412698412698,8.901929010047079,1.0,3.0,6.0,17.0,31.0,252.0,28.424603174603174,9.050008795821805,7.0,22.0,33.0,36.0,38.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10166,Strasbourg - Saint-Denis,252.0,2.3452380952380953,1.6806424090889263,0.0,1.0,2.0,3.0,8.0,252.0,4.626984126984127,2.8779533647139175,0.0,2.0,5.0,7.0,13.0,252.0,6.972222222222222,3.2766258733287135,0.0,4.0,7.0,10.0,13.0,252.0,7.091269841269841,3.3393111831471485,2.0,4.0,7.0,10.0,14.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1017,Saint-Honoré - 29 juillet,252.0,4.900793650793651,3.341469391495627,0.0,2.0,5.0,7.0,16.0,252.0,7.5,4.579966770352147,0.0,3.0,8.0,11.0,16.0,252.0,12.40079365079365,6.1755590231239,0.0,6.75,14.0,18.0,20.0,252.0,6.7023809523809526,5.921356637460902,0.0,1.0,5.0,12.25,18.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1018,Alger - Rivoli,252.0,5.4523809523809526,3.50095523187201,0.0,2.0,6.0,8.0,15.0,252.0,8.78968253968254,4.472961341857283,0.0,6.0,10.0,12.0,16.0,252.0,14.242063492063492,6.8017557280455545,0.0,8.75,17.0,20.0,21.0,252.0,6.134920634920635,6.493457540504093,0.0,0.0,3.0,12.0,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1020,Cambon - Rivoli,252.0,10.884920634920634,6.848288441307755,1.0,4.0,11.0,17.0,28.0,252.0,15.265873015873016,7.95835437851882,0.0,11.0,16.0,20.0,32.0,252.0,26.150793650793652,11.80422468793045,1.0,17.0,32.0,35.25,39.0,252.0,10.682539682539682,11.829903896213109,0.0,1.0,4.0,19.0,37.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10201,Magenta - Chabrol,252.0,2.238095238095238,1.8721212011219737,0.0,1.0,2.0,3.0,9.0,252.0,3.5436507936507935,2.564327642880139,1.0,2.0,3.0,5.0,13.0,252.0,5.781746031746032,3.678837959472516,1.0,3.0,5.0,8.0,17.0,252.0,16.42063492063492,3.902911722547003,4.0,14.0,17.0,19.0,22.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
10202,Bichat - Grange aux Belles,252.0,4.853174603174603,3.084188865397202,1.0,3.0,4.0,6.0,15.0,252.0,4.630952380952381,4.3201919000780835,0.0,1.0,3.0,8.0,15.0,252.0,9.484126984126984,6.610066121848193,2.0,4.0,7.0,14.0,25.0,252.0,17.904761904761905,6.929846035702594,1.0,12.75,21.0,24.0,27.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1021,Halles - Bourdonnais,252.0,3.9285714285714284,2.4057652249516774,0.0,2.0,4.0,6.0,12.0,252.0,8.98015873015873,4.050921292905838,1.0,6.0,9.0,12.0,19.0,252.0,12.908730158730158,4.101744257117937,3.0,11.0,13.0,16.0,20.0,252.0,5.682539682539683,4.258856801231887,0.0,2.0,5.0,8.0,16.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1022,Danielle Casanova - Place Vendôme,252.0,10.567460317460318,7.315282582468515,1.0,3.0,9.0,19.0,21.0,252.0,13.801587301587302,7.506724572348253,1.0,10.0,15.0,17.0,28.0,252.0,24.36904761904762,12.824074498331614,2.0,13.0,30.5,35.0,37.0,252.0,11.932539682539682,12.918971067567036,0.0,1.0,5.5,23.0,35.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1023,Saint-Honoré - Musée du Louvre,252.0,6.345238095238095,4.664421703015594,0.0,2.0,6.0,10.0,16.0,252.0,6.357142857142857,3.990954484910354,0.0,3.0,6.0,9.0,15.0,252.0,12.702380952380953,5.971605645867388,1.0,6.75,15.0,18.0,20.0,252.0,8.091269841269842,5.857844807728985,1.0,3.0,5.0,14.0,21.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1024,Coquillière - Louvre,252.0,5.007936507936508,3.235746634519657,0.0,3.0,4.0,7.0,15.0,252.0,8.869047619047619,4.118115924865612,0.0,5.0,10.0,12.0,16.0,252.0,13.876984126984127,5.047655961821327,1.0,10.0,15.0,18.0,20.0,252.0,6.76984126984127,4.938123421190637,1.0,3.0,5.0,10.0,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1025,Oratoire - Rivoli,252.0,3.7301587301587302,2.037155654817607,0.0,2.0,4.0,5.0,11.0,252.0,10.392857142857142,2.229918926274572,4.0,9.0,10.0,12.0,15.0,252.0,14.123015873015873,2.6064481089726232,7.0,13.0,14.5,16.0,18.0,252.0,2.388888888888889,2.476896342922172,0.0,0.0,2.0,3.0,10.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1026,Place du Lieutenant Henri Karcher,252.0,4.063492063492063,3.68640450780376,0.0,1.0,3.0,6.0,15.0,252.0,12.488095238095237,6.960607510497654,0.0,7.0,12.0,19.0,23.0,252.0,16.5515873015873,9.062494262139547,1.0,9.0,17.0,26.0,28.0,252.0,12.706349206349206,9.006918509729934,1.0,3.75,13.0,20.0,28.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11001,Richard Lenoir - Place de la Bastille,252.0,7.162698412698413,3.8643994524125267,1.0,5.0,7.0,9.0,24.0,252.0,26.571428571428573,11.424743240459081,2.0,19.0,27.0,36.25,47.0,252.0,33.73412698412698,12.199076855534482,5.0,26.0,35.0,45.0,51.0,252.0,17.325396825396826,12.837215175706927,0.0,5.0,15.0,26.0,48.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11002,Roquette - Thiéré,252.0,3.0198412698412698,1.925816217138696,0.0,2.0,3.0,4.0,9.0,252.0,9.666666666666666,5.072384416163531,1.0,5.0,8.5,14.25,21.0,252.0,12.686507936507937,5.501261762904989,1.0,8.0,12.0,17.0,22.0,252.0,9.678571428571429,5.569897853145893,1.0,5.0,10.0,14.0,21.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11003,Keller - La Roquette,252.0,2.6785714285714284,2.326843428658486,0.0,1.0,2.0,4.0,11.0,252.0,11.253968253968255,6.247149479602846,1.0,6.0,10.0,16.0,27.0,252.0,13.932539682539682,7.5785010382308995,2.0,8.0,12.0,19.0,33.0,252.0,19.365079365079364,8.108431669386034,0.0,14.0,22.0,25.0,32.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11004,Charonne - Faubourg Saint-Antoine,252.0,5.746031746031746,3.841348758683695,0.0,3.0,5.0,8.0,17.0,252.0,15.797619047619047,5.860489139474511,4.0,11.0,15.0,20.0,30.0,252.0,21.543650793650794,6.6237890244870945,7.0,16.0,22.0,27.25,34.0,252.0,11.003968253968255,6.889855129981732,0.0,5.0,11.0,16.0,26.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11006,Ledru-Rollin - Place du Père Chaillet,252.0,3.2896825396825395,1.8637378098640995,0.0,2.0,3.0,4.25,9.0,252.0,12.448412698412698,9.66538353634757,0.0,4.0,9.0,19.0,34.0,252.0,15.738095238095237,9.664226201335254,2.0,8.0,13.5,23.0,36.0,252.0,19.706349206349206,9.49150801860329,1.0,12.0,22.0,27.0,33.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11007,Jean Macé - Faidherbe,252.0,4.313492063492063,2.5734114946996525,1.0,2.0,4.0,6.0,14.0,252.0,12.876984126984127,11.76651784780422,0.0,4.0,9.0,17.25,43.0,252.0,17.19047619047619,11.913843623779067,2.0,8.0,14.0,22.25,46.0,252.0,45.13095238095238,12.11411191362746,16.0,40.0,49.0,55.0,61.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11009,Boulets - Voltaire,252.0,2.5277777777777777,2.1634463758866027,0.0,1.0,2.0,3.25,10.0,252.0,3.9801587301587302,4.143300065511993,0.0,1.0,2.0,7.0,16.0,252.0,6.507936507936508,5.218334260863719,0.0,2.0,4.0,11.0,18.0,252.0,16.115079365079364,5.60863829281691,4.0,11.75,18.0,21.0,23.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11010,Boulets - Faubourg Saint-Antoine,252.0,2.492063492063492,2.0752613496279135,0.0,1.0,2.0,4.0,8.0,252.0,4.492063492063492,4.048010739135936,0.0,1.0,3.0,7.0,14.0,252.0,6.984126984126984,5.032142307896146,0.0,3.0,6.0,11.0,20.0,252.0,34.03174603174603,6.068580841782626,17.0,30.0,36.0,39.0,43.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11011,Richard Lenoir - Voltaire,252.0,3.392857142857143,1.9394285342005992,0.0,2.0,3.0,5.0,9.0,252.0,9.94047619047619,6.04831382872496,0.0,4.0,10.0,15.0,21.0,252.0,13.333333333333334,6.471512812909312,0.0,8.0,13.0,19.0,25.0,252.0,10.293650793650794,6.665684807225904,0.0,3.0,11.0,15.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11012,Montreuil - Voltaire,252.0,2.5238095238095237,1.890274061431118,0.0,1.0,2.0,4.0,8.0,252.0,2.7976190476190474,3.222603542378257,0.0,1.0,2.0,3.0,15.0,252.0,5.321428571428571,4.176849632372625,0.0,2.0,4.0,7.0,20.0,252.0,27.78968253968254,4.03266205445373,14.0,26.0,29.0,31.0,34.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11014,Place de la Nation - Taillebourg,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.15873015873015872,0.3661514809136697,0.0,0.0,0.0,0.0,1.0,252.0,0.15873015873015872,0.3661514809136697,0.0,0.0,0.0,0.0,1.0,252.0,46.84126984126984,0.36615148091366984,46.0,47.0,47.0,47.0,47.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11016,Philippe-Auguste,252.0,2.9484126984126986,1.5922238389448398,0.0,2.0,3.0,4.0,7.0,252.0,2.4404761904761907,4.207803007133439,0.0,0.0,1.0,2.0,18.0,252.0,5.388888888888889,4.4934165604817355,0.0,3.0,4.0,6.0,23.0,252.0,42.48809523809524,4.465433546234207,25.0,42.0,44.0,45.0,48.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11017,Charonne - Bureau,252.0,3.0873015873015874,3.558324152913648,0.0,1.0,2.0,4.0,17.0,252.0,1.0476190476190477,1.6379811831303583,0.0,0.0,0.0,1.0,7.0,252.0,4.134920634920635,4.231080550303688,0.0,1.0,3.0,6.0,19.0,252.0,42.32142857142857,4.0832786440454285,28.0,40.0,44.0,45.0,47.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11018,Saint-Maur - République,252.0,2.9325396825396823,3.3327143230968956,0.0,1.0,2.0,3.0,18.0,252.0,2.746031746031746,3.4269531795175876,0.0,1.0,1.0,3.0,14.0,252.0,5.678571428571429,6.242434236902215,0.0,2.0,3.0,7.0,30.0,252.0,31.666666666666668,6.2293483508705805,6.0,30.0,34.0,36.0,38.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11019,Charonne - Philippe-Auguste,252.0,1.9325396825396826,1.441907179106914,0.0,1.0,2.0,3.0,8.0,252.0,1.380952380952381,1.723320906253552,0.0,0.0,1.0,2.0,11.0,252.0,3.3134920634920637,2.488406686333676,0.0,1.0,3.0,4.25,13.0,252.0,27.19047619047619,2.4840985465702206,17.0,26.0,28.0,29.0,31.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1102,Française - Etienne Marcel,252.0,4.162698412698413,2.5517194929760842,0.0,2.0,3.0,6.0,12.0,252.0,12.142857142857142,7.813273296959263,0.0,7.0,10.0,15.0,30.0,252.0,16.305555555555557,8.37218698008893,2.0,10.0,15.0,20.0,33.0,252.0,19.043650793650794,9.134349130012685,2.0,14.0,21.0,26.0,34.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11020,Belfort - Voltaire,252.0,4.638888888888889,4.007035092760867,0.0,2.0,3.0,7.0,17.0,252.0,5.988095238095238,5.105642642770295,0.0,2.0,5.0,11.0,20.0,252.0,10.626984126984127,7.680610582244207,1.0,4.0,9.0,16.0,32.0,252.0,26.674603174603174,8.46914189181731,2.0,21.0,30.0,34.0,37.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11021,Charonne - Pierre Bayle,252.0,2.607142857142857,1.9659523637774146,0.0,1.0,2.0,3.0,10.0,252.0,1.4801587301587302,1.9381890689854373,0.0,0.0,1.0,2.0,8.0,252.0,4.087301587301587,3.259114931965184,0.0,2.0,3.0,6.0,18.0,252.0,17.753968253968253,3.373641696121402,4.0,16.0,19.0,20.0,22.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11022,Roquette - Auguste Laurent,252.0,2.4722222222222223,1.6176387734647548,0.0,1.0,2.0,3.0,7.0,252.0,5.242063492063492,3.920644169663455,0.0,2.0,4.5,8.0,14.0,252.0,7.714285714285714,3.9222668924249198,1.0,4.75,7.0,11.0,16.0,252.0,7.488095238095238,3.929135365950287,0.0,4.0,8.0,11.0,14.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11023,Saint-Maur - Roquette,252.0,2.2142857142857144,1.8536370745369477,0.0,1.0,2.0,4.0,7.0,252.0,3.4325396825396823,3.3943080869092115,0.0,1.0,2.0,4.0,16.0,252.0,5.646825396825397,4.304897359538922,0.0,2.0,5.0,8.0,22.0,252.0,39.37301587301587,4.362524447327705,22.0,38.0,40.0,42.25,45.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11024,Mairie du 11ème,252.0,3.5952380952380953,3.359421718944242,0.0,1.0,3.0,5.0,18.0,252.0,8.38888888888889,6.446188190458631,0.0,3.0,7.0,11.25,31.0,252.0,11.984126984126984,8.330316281770381,1.0,6.0,10.0,16.0,38.0,252.0,37.07142857142857,8.381043466330375,10.0,34.0,39.0,43.0,50.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11025,Froment - Bréguet,252.0,4.7936507936507935,2.7724238544933044,0.0,3.0,4.0,7.0,13.0,252.0,21.857142857142858,7.7410421544441315,6.0,17.0,22.0,28.0,36.0,252.0,26.650793650793652,8.775933643766923,6.0,21.0,28.0,34.0,42.0,252.0,14.682539682539682,8.819257084150983,0.0,8.0,13.5,20.0,36.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11026,Chemin Vert - Saint-Maur,252.0,3.0436507936507935,3.3055065980271405,0.0,1.0,2.0,4.0,19.0,252.0,1.9841269841269842,2.464033317750006,0.0,0.0,1.0,3.0,13.0,252.0,5.027777777777778,4.587704664195234,0.0,2.0,4.0,7.0,24.0,252.0,39.55952380952381,4.7738110022796905,20.0,38.0,41.0,43.0,45.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11027,Saint-Ambroise - Parmentier,252.0,2.011904761904762,1.9485046730796134,0.0,0.0,2.0,3.0,9.0,252.0,3.011904761904762,2.810739425557554,0.0,1.0,2.0,5.0,14.0,252.0,5.023809523809524,3.4972141120108136,0.0,2.0,5.0,7.0,20.0,252.0,31.5515873015873,3.5281053486133045,17.0,29.0,32.0,34.0,37.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11028,Guillaume Bertrand - République,252.0,3.4404761904761907,2.465787529142176,0.0,1.0,3.0,5.0,11.0,252.0,1.7301587301587302,2.270239464395854,0.0,0.0,1.0,2.0,14.0,252.0,5.170634920634921,3.9928535255559545,0.0,2.0,4.0,7.0,24.0,252.0,31.686507936507937,4.245566765380014,13.0,30.0,33.0,35.0,37.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11029,Ménilmontant - Oberkampf,252.0,6.51984126984127,5.857844807728985,1.0,2.0,4.0,10.0,26.0,252.0,4.821428571428571,6.961752162363757,0.0,0.0,1.0,7.5,26.0,252.0,11.341269841269842,12.038227754314347,1.0,3.0,5.0,18.0,38.0,252.0,27.11904761904762,11.897374676329163,1.0,21.0,33.0,36.0,38.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11030,Oberkampf - République,252.0,2.9126984126984126,2.9362953086769776,0.0,1.0,2.0,4.0,13.0,252.0,2.7976190476190474,4.069456031969109,0.0,0.0,1.0,3.0,17.0,252.0,5.7103174603174605,6.420787075719439,0.0,2.0,3.0,7.0,23.0,252.0,17.349206349206348,6.1983386288623485,1.0,16.0,19.5,21.0,24.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11031,Jacquard - Ternaux,252.0,2.9206349206349205,2.237326145319157,0.0,1.0,2.0,4.0,10.0,252.0,7.5396825396825395,7.339410393126804,0.0,3.0,6.0,9.0,32.0,252.0,10.46031746031746,8.40238136767318,0.0,5.0,8.0,12.0,37.0,252.0,27.365079365079364,8.333777260040666,1.0,26.0,30.0,32.0,38.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11032,Jean-Pierre Timbaud - Vaucouleurs,252.0,6.583333333333333,5.253437501073868,2.0,3.0,5.0,8.0,27.0,252.0,4.948412698412699,6.526784949209263,0.0,1.0,2.0,6.0,28.0,252.0,11.531746031746032,11.04044466736605,2.0,4.0,7.0,12.0,44.0,252.0,33.47222222222222,11.476774668653299,0.0,33.0,38.0,41.0,44.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11033,Bréguet - Sabin,252.0,4.579365079365079,2.568125720207566,1.0,3.0,4.0,6.0,13.0,252.0,17.61904761904762,5.897338373043351,4.0,13.0,19.0,23.0,28.0,252.0,22.1984126984127,6.756457547115468,5.0,17.75,24.0,27.0,33.0,252.0,8.761904761904763,6.8790675864843385,0.0,3.0,7.0,13.25,26.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11034,Parmentier - Fontaine au Roi,252.0,3.3373015873015874,3.363934191884281,0.0,1.0,2.0,5.0,17.0,252.0,4.876984126984127,4.722239705942986,0.0,1.0,3.0,7.25,20.0,252.0,8.214285714285714,7.314349965924396,0.0,3.0,6.0,10.0,37.0,252.0,38.111111111111114,7.734356757851596,7.0,35.0,41.0,43.0,47.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11035,Parmentier - Abel Rabaud,252.0,2.757936507936508,2.7003276523814006,0.0,1.0,2.0,3.0,12.0,252.0,2.8452380952380953,3.646186834096764,0.0,1.0,2.0,3.0,19.0,252.0,5.603174603174603,5.925943184907096,0.0,2.0,3.5,6.0,30.0,252.0,46.317460317460316,6.066892446925563,22.0,46.0,48.5,50.0,52.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11036,Jules Ferry - Faubourg du Temple Paris,252.0,3.9722222222222223,2.9543711659635985,0.0,2.0,3.0,6.0,15.0,252.0,11.186507936507937,7.469522170934909,1.0,6.0,9.0,15.25,32.0,252.0,15.158730158730158,8.725027150644587,1.0,9.0,13.0,20.0,45.0,252.0,41.535714285714285,8.787141676922765,12.0,37.0,44.0,48.0,57.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11037,Faubourg Du Temple - Republique,252.0,2.9404761904761907,2.628458369051567,0.0,1.0,2.0,4.0,13.0,252.0,14.273809523809524,9.41646162701978,0.0,6.0,11.5,24.0,32.0,252.0,17.214285714285715,9.886694461558395,1.0,8.0,14.5,27.0,34.0,252.0,17.98015873015873,10.507993692842033,2.0,8.0,20.0,28.0,35.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11038,Temple - Charlot,252.0,3.861111111111111,2.4349209832716237,0.0,2.0,4.0,5.0,14.0,252.0,14.59920634920635,8.065103581600894,1.0,8.0,13.0,21.0,32.0,252.0,18.46031746031746,8.644507081821498,4.0,11.75,15.5,25.0,39.0,252.0,20.488095238095237,8.465294578080695,0.0,14.75,23.0,28.0,35.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11039,Richard Lenoir - Jean-Pierre Timbaud,252.0,2.0595238095238093,1.646083293939352,0.0,1.0,2.0,3.0,9.0,252.0,6.746031746031746,4.9899285145842995,0.0,2.0,6.0,11.0,21.0,252.0,8.805555555555555,5.4755786036463805,0.0,4.0,7.0,13.0,21.0,252.0,25.964285714285715,5.365775628307702,15.0,21.0,27.0,31.0,35.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11040,Temple - Jean-Pierre Timbaud,252.0,2.7063492063492065,2.260231135511504,0.0,1.0,2.0,4.0,9.0,252.0,10.706349206349206,6.763585956069369,0.0,4.0,11.0,15.0,27.0,252.0,13.412698412698413,7.648940599269473,0.0,6.0,15.0,19.0,29.0,252.0,20.11111111111111,7.888386968177759,4.0,15.0,19.0,28.0,34.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11041,Square Saint-Ambroise,252.0,3.8134920634920637,2.416934055167496,0.0,2.0,3.0,5.0,12.0,252.0,9.726190476190476,7.248054318629611,1.0,5.0,8.0,11.25,38.0,252.0,13.53968253968254,7.75383292304,3.0,8.0,12.0,16.0,40.0,252.0,26.916666666666668,7.8980682493704215,1.0,23.75,28.0,33.0,39.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11042,Grand Prieuré - Crussol,252.0,2.7182539682539684,2.0637219613236493,0.0,1.0,2.0,4.0,11.0,252.0,10.80952380952381,7.529188128604895,0.0,5.0,8.0,15.0,30.0,252.0,13.527777777777779,8.032505068254615,0.0,7.0,11.5,20.0,32.0,252.0,34.035714285714285,7.5850236617900295,16.0,28.0,36.0,40.0,46.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11043,Place Pasdeloup,252.0,2.9047619047619047,1.9776785112050979,0.0,1.0,3.0,4.0,9.0,252.0,7.642857142857143,4.297621478207309,0.0,4.0,8.0,12.0,18.0,252.0,10.547619047619047,4.817145908822644,1.0,7.0,11.0,14.0,21.0,252.0,9.28968253968254,5.09739921756964,0.0,6.0,10.0,13.0,20.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11044,Square du Bataclan,252.0,2.0714285714285716,1.7015510684967212,0.0,1.0,2.0,2.25,9.0,252.0,6.103174603174603,4.565293225231046,0.0,2.0,5.0,9.0,18.0,252.0,8.174603174603174,4.921826119629014,1.0,4.0,7.0,12.0,19.0,252.0,10.301587301587302,5.375567927034761,0.0,7.0,11.0,15.0,19.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
11046,Place de la République - Voltaire,252.0,3.7063492063492065,2.634637377068197,0.0,2.0,3.0,5.0,11.0,252.0,8.206349206349206,4.575732733114966,0.0,4.75,8.0,12.0,18.0,252.0,11.912698412698413,4.29587004720436,2.0,9.0,12.0,16.0,19.0,252.0,5.4523809523809526,4.066395455157232,0.0,2.0,5.0,8.0,16.0,252.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
